Category,File Name,Title,Creator,Description,Keywords,Artwork_Type,SpacesSet,flickrid,flickrpageurl,flickrimageurl,flickrimageurl_text,username,nsid,pathalias
SET 01,10952727204.jpg,-,zigwaffle,2013-11-11 - American Wing Courtyard balcony - View from balcony,"Artwork,sculpture,Inhabited,3D,American,Department,Space,Art2or3",Sculpture,DeptSpaces,10952727204,https://www.flickr.com/photos/8729032@N06/10952727204/,http://c2.staticflickr.com/6/5501/10952727204_a7ca43c583.jpg,http://c2.staticflickr.com/6/5501/10952727204_a7ca43c583.jpg,zigwaffle,8729032@N06,
SET 01,13476672063.jpg,-,rverc,-,"Artwork,sculpture,3D,Roman,Space,Art2or3",Sculpture,DeptSpaces,13476672063,https://www.flickr.com/photos/rverc/13476672063/,http://c2.staticflickr.com/8/7162/13476672063_ddd12589c2.jpg,http://c2.staticflickr.com/8/7162/13476672063_ddd12589c2.jpg,rverc,26270547@N07,rverc
SET 01,13518457503.jpg,-,Silvio Lucchini,-,"Artwork,sculpture,Inhabited,3D,Roman,Space,Art2or3",Sculpture,DeptSpaces,13518457503,https://www.flickr.com/photos/tilius/13518457503/,http://c2.staticflickr.com/4/3790/13518457503_18b495c5bf.jpg,http://c2.staticflickr.com/4/3790/13518457503_18b495c5bf.jpg,Tilius - Silvio Lucchini,61624831@N00,tilius
SET 01,13910374090.jpg,-,angelica therese,-,"Artwork,sculpture,Inhabited,3D,Temple_Dendur,Space,Art2or3",Sculpture,DeptSpaces,13910374090,https://www.flickr.com/photos/angelicatherese/13910374090/,http://c2.staticflickr.com/3/2933/13910374090_99b567f00d.jpg,http://c2.staticflickr.com/3/2933/13910374090_99b567f00d.jpg,angelica therese,119879946@N08,angelicatherese
SET 01,13910386888.jpg,-,angelica therese,-,"Inhabited,sculpture,Artwork,3D,Space,Art2or3",Sculpture,DeptSpaces,13910386888,https://www.flickr.com/photos/angelicatherese/13910386888/,http://c2.staticflickr.com/3/2928/13910386888_7f77ab0c2c.jpg,http://c2.staticflickr.com/3/2928/13910386888_7f77ab0c2c.jpg,angelica therese,119879946@N08,angelicatherese
SET 01,13959309096.jpg,-,The diary of Blue Shoes!,                               ,"Artwork,sculpture,3D,Space,Art2or3",Sculpture,DeptSpaces,13959309096,https://www.flickr.com/photos/113314806@N07/13959309096/,http://c2.staticflickr.com/3/2916/13959309096_3b32926b38.jpg,http://c2.staticflickr.com/3/2916/13959309096_3b32926b38.jpg,The diary of Blue Shoes!,113314806@N07,
SET 01,13959310436.jpg,-,The diary of Blue Shoes!,                               ,"Inhabited,Artwork,3D,Temple_Dendur,Space,Art2or3,sculpture",Sculpture,DeptSpaces,13959310436,https://www.flickr.com/photos/113314806@N07/13959310436/,http://c2.staticflickr.com/8/7433/13959310436_fa282b32b2.jpg,http://c2.staticflickr.com/8/7433/13959310436_fa282b32b2.jpg,The diary of Blue Shoes!,113314806@N07,
SET 01,13979232361.jpg,-,The diary of Blue Shoes!,                               ,"Artwork,sculpture,3D,single,Artwork_number,Space,Art2or3",Sculpture,DeptSpaces,13979232361,https://www.flickr.com/photos/113314806@N07/13979232361/,http://c2.staticflickr.com/8/7126/13979232361_ef28c0cd57.jpg,http://c2.staticflickr.com/8/7126/13979232361_ef28c0cd57.jpg,The diary of Blue Shoes!,113314806@N07,
SET 01,13979233161.jpg,-,The diary of Blue Shoes!,                               ,"Artwork,sculpture,3D,single,Artwork_number,Temple_Dendur,Space,Art2or3",Sculpture,DeptSpaces,13979233161,https://www.flickr.com/photos/113314806@N07/13979233161/,http://c2.staticflickr.com/3/2928/13979233161_8a45073026.jpg,http://c2.staticflickr.com/3/2928/13979233161_8a45073026.jpg,The diary of Blue Shoes!,113314806@N07,
SET 01,13979234661.jpg,-,The diary of Blue Shoes!,                               ,"Artwork,sculpture,Inhabited,3D,Temple_Dendur,Space,Art2or3",Sculpture,DeptSpaces,13979234661,https://www.flickr.com/photos/113314806@N07/13979234661/,http://c2.staticflickr.com/6/5110/13979234661_99786393ce.jpg,http://c2.staticflickr.com/6/5110/13979234661_99786393ce.jpg,The diary of Blue Shoes!,113314806@N07,
SET 01,13982418215.jpg,-,The diary of Blue Shoes!,                               ,"Artwork,sculpture,Inhabited,3D,Space,Art2or3",Sculpture,DeptSpaces,13982418215,https://www.flickr.com/photos/113314806@N07/13982418215/,http://c2.staticflickr.com/6/5038/13982418215_91f1613933.jpg,http://c2.staticflickr.com/6/5038/13982418215_91f1613933.jpg,The diary of Blue Shoes!,113314806@N07,
SET 01,13982845904.jpg,-,The diary of Blue Shoes!,                               ,"Inhabited,Temple_Dendur,Space,3D,Art2or3,sculpture,Artwork",Sculpture,DeptSpaces,13982845904,https://www.flickr.com/photos/113314806@N07/13982845904/,http://c2.staticflickr.com/8/7298/13982845904_edb88aa1e9.jpg,http://c2.staticflickr.com/8/7298/13982845904_edb88aa1e9.jpg,The diary of Blue Shoes!,113314806@N07,
SET 01,13982849614.jpg,-,The diary of Blue Shoes!,                               ,"Artwork,sculpture,Inhabited,3D,Space,Art2or3",Sculpture,DeptSpaces,13982849614,https://www.flickr.com/photos/113314806@N07/13982849614/,http://c2.staticflickr.com/6/5179/13982849614_abb6eed9ce.jpg,http://c2.staticflickr.com/6/5179/13982849614_abb6eed9ce.jpg,The diary of Blue Shoes!,113314806@N07,
SET 01,13982850834.jpg,-,The diary of Blue Shoes!,                               ,"Artwork,sculpture,Inhabited,3D,Temple_Dendur,Space,Art2or3",Sculpture,DeptSpaces,13982850834,https://www.flickr.com/photos/113314806@N07/13982850834/,http://c2.staticflickr.com/3/2929/13982850834_33a98bef23.jpg,http://c2.staticflickr.com/3/2929/13982850834_33a98bef23.jpg,The diary of Blue Shoes!,113314806@N07,
SET 01,14002408693.jpg,-,The diary of Blue Shoes!,                               ,"Inhabited,Space,3D,Art2or3,sculpture,Artwork",Sculpture,DeptSpaces,14002408693,https://www.flickr.com/photos/113314806@N07/14002408693/,http://c2.staticflickr.com/3/2927/14002408693_e354148198.jpg,http://c2.staticflickr.com/3/2927/14002408693_e354148198.jpg,The diary of Blue Shoes!,113314806@N07,
SET 01,14002409153.jpg,-,The diary of Blue Shoes!,                               ,"Artwork,sculpture,3D,Space,Art2or3",Sculpture,DeptSpaces,14002409153,https://www.flickr.com/photos/113314806@N07/14002409153/,http://c2.staticflickr.com/6/5575/14002409153_3d27a1f04b.jpg,http://c2.staticflickr.com/6/5575/14002409153_3d27a1f04b.jpg,The diary of Blue Shoes!,113314806@N07,
SET 01,14002409523.jpg,-,The diary of Blue Shoes!,                               ,"Inhabited,Artwork,3D,Space,Art2or3,sculpture",Sculpture,DeptSpaces,14002409523,https://www.flickr.com/photos/113314806@N07/14002409523/,http://c2.staticflickr.com/6/5095/14002409523_4320348c3a.jpg,http://c2.staticflickr.com/6/5095/14002409523_4320348c3a.jpg,The diary of Blue Shoes!,113314806@N07,
SET 01,14002411263.jpg,-,The diary of Blue Shoes!,                               ,"Artwork,sculpture,Inhabited,3D,single,Artwork_number,Temple_Dendur,Space,Art2or3",Sculpture,DeptSpaces,14002411263,https://www.flickr.com/photos/113314806@N07/14002411263/,http://c2.staticflickr.com/8/7106/14002411263_5c1180d197.jpg,http://c2.staticflickr.com/8/7106/14002411263_5c1180d197.jpg,The diary of Blue Shoes!,113314806@N07,
SET 01,14097413224.jpg,-,angelica therese,-,"Artwork,sculpture,Inhabited,3D,single,Artwork_number,Temple_Dendur,Space,Art2or3",Sculpture,DeptSpaces,14097413224,https://www.flickr.com/photos/angelicatherese/14097413224/,http://c2.staticflickr.com/8/7330/14097413224_ff1dc052cc.jpg,http://c2.staticflickr.com/8/7330/14097413224_ff1dc052cc.jpg,angelica therese,119879946@N08,angelicatherese
SET 01,14117060453.jpg,-,angelica therese,-,"sculpture,Artwork,3D,single,Artwork_number,Space,Art2or3",Sculpture,DeptSpaces,14117060453,https://www.flickr.com/photos/angelicatherese/14117060453/,http://c2.staticflickr.com/6/5441/14117060453_9d1476c3d8.jpg,http://c2.staticflickr.com/6/5441/14117060453_9d1476c3d8.jpg,angelica therese,119879946@N08,angelicatherese
SET 01,14225476400.jpg,-,a.cadore,-,"Inhabited,sculpture,Artwork,3D,single,Artwork_number,Temple_Dendur,Space,Art2or3",Sculpture,DeptSpaces,14225476400,https://www.flickr.com/photos/acadore/14225476400/,http://c2.staticflickr.com/4/3877/14225476400_ccae395e4e.jpg,http://c2.staticflickr.com/4/3877/14225476400_ccae395e4e.jpg,a.cadore,81430403@N08,acadore
SET 01,14241613173.jpg,-,Afchine Davoudi,"La representation continue 0874 - Un soir au Metropolitan Museum of Art (Petrie Court), Manhattan, New York City, USA","Artwork,sculpture,Inhabited,3D,MetropolitanInDesc,Description,Space,Art2or3",Sculpture,DeptSpaces,14241613173,https://www.flickr.com/photos/50260960@N06/14241613173/,http://c2.staticflickr.com/6/5035/14241613173_545f2901d6.jpg,http://c2.staticflickr.com/6/5035/14241613173_545f2901d6.jpg,Afchine Davoudi,50260960@N06,
SET 01,14354772102.jpg,-,Allan482,-,"Artwork,sculpture,3D,Space,Roman_LevyWhite_Court_162,Art2or3",Sculpture,DeptSpaces,14354772102,https://www.flickr.com/photos/63977172@N04/14354772102/,http://c2.staticflickr.com/4/3877/14354772102_9be3032476.jpg,http://c2.staticflickr.com/4/3877/14354772102_9be3032476.jpg,Allan482,63977172@N04,
SET 01,14417568558.jpg,-,Eddie C3,"The Robert Lehman Spiderweb  The Robert Lehman Collection, one of the most distinguished privately assembled art collections in the United States, could easily stand alone as one of the nation's world class museums. Except it is not a free standing museum, just one of many glorious wings that can be found in the 2 million square feet of the Metropolitan Museum of Art.","Space,MetropolitanInDesc,Description,Lehman_Collection_950,2D,Art2or3,3D,painting,Artwork",Painting,DeptSpaces,14417568558,https://www.flickr.com/photos/edcnyc/14417568558/,http://c2.staticflickr.com/4/3911/14417568558_6503f98bb8.jpg,http://c2.staticflickr.com/4/3911/14417568558_6503f98bb8.jpg,Eddie C3,33255932@N04,edcnyc
SET 01,14418396607.jpg,-,Eddie C3,"cmp3.10.3.1Lq4 0xf5fffab1 An American Courtyard  The Charles Engelhard Court is th 136,000-square-foot Crystal Palace of Central Park. The glassed-in courtyard, filled with some 60 monumental marbles, bronzes, mosaics, stained-glass windows and architectural elements, acts as the gateway the American Wing of the Metropolitan Museum.   The centerpiece 'Diana' a smaller version of the Augustus Saint-Gaudens weather vane that once stood above the second Madison Square Garden now points toward the entrance of the American wing.   In the background is the facade of the Branch Bank of the United States that was once a Central Park outdoor entrance to the Met's American collection. The two Beaux-Arts bronze lampposts flanking the Bank facade were the original lampposts that Richard Morris Hunt designed for the Met entrance.","Inhabited,American,Department,MetropolitanInDesc,Description,Space,3D,Art2or3,sculpture,Artwork",Sculpture,DeptSpaces,14418396607,https://www.flickr.com/photos/edcnyc/14418396607/,http://c2.staticflickr.com/4/3837/14418396607_83ebece70f.jpg,http://c2.staticflickr.com/4/3837/14418396607_83ebece70f.jpg,Eddie C3,33255932@N04,edcnyc
SET 01,14427557507.jpg,-,Eddie C3,"cmp3.10.3.1Lq4 0xa40a7d46Les Bourgeois de Calais  Auguste Rodin's capture of an event that occurred in 1347, this â€œpoignant mix of defeat, heroic self-sacrifice, and willingness to face imminent deathâ€ seems to me to be his most moving work. But in the city of Calais, where this surrender occurred it wasn't always seen that way.   To sum it up, during the Hundred Years' War, Calais had been under siege by the English for over a year. Starvation eventually forced the important French port to seek terms of surrender. England's King Edward III offered to spare the people of the city if any six of its top leaders would surrender themselves to him. Edward demanded that they walk out wearing nooses around their necks, and carrying the keys to the city and castle. Six of the wealthiest of the town leaders volunteered. It was this moment, Calais's wealthiest and most successful walking to the city gates to face imminent death that Rodin captured in his sculpture.   Calais commissioned Auguste Rodin to create the The Burghers of Calais in 1884. When the sculpture was completed in1889 the public had a lack of appreciation for it because the burghers were not presented in a positive image of glory. Instead those burghers displayed 'pain, anguish and fatalism.' Rodin intended the monument to be placed at ground level so that contemporary townsfolk would 'almost bump into' the figures and get a sense of solidarity. But because of the lack of 'overtly heroic antique references' the monument was installed at the entrance of a Calais park high above on a large pedestal where people could not see the anguish.   But there are two happy endings to report. First, England's queen, Philippa of Hainault persuaded her husband to exercise mercy by claiming that the deaths of the burghers would be a bad omen for her unborn child, so they survived the ordeal. And second, the people of Calais eventually accepted Rodin's vision and in 1926 the sculpture was moved to a much lower base in front of the newly completed town hall.","Artwork,sculpture,Inhabited,3D,single,Artwork_number,Space,Art2or3",Sculpture,DeptSpaces,14427557507,https://www.flickr.com/photos/edcnyc/14427557507/,http://c2.staticflickr.com/6/5586/14427557507_8523812837.jpg,http://c2.staticflickr.com/6/5586/14427557507_8523812837.jpg,Eddie C3,33255932@N04,edcnyc
SET 01,14469044339.jpg,Positive,Eddie C3,"Positive  Dan Graham b. 1942 Urbana, Illinois   Triangular Solids with Circular Cutouts, Variation K 2011-14   Stainless steel, glass and two-way mirrored glass.","Artwork,sculpture,Modern_Wing,Space,3D,Art2or3",Sculpture,DeptSpaces,14469044339,https://www.flickr.com/photos/edcnyc/14469044339/,http://c2.staticflickr.com/4/3844/14469044339_163786c075.jpg,http://c2.staticflickr.com/4/3844/14469044339_163786c075.jpg,Eddie C3,33255932@N04,edcnyc
SET 01,14469055708.jpg,Negative,Eddie C3,"cmp3.10.3.1Lq4 0xa362b87a Negative  Dan Graham b. 1942 Urbana, Illinois   Triangular Solids with Circular Cutouts, Variation K 2011-14   Stainless steel, glass and two-way mirrored glass.","Artwork,sculpture,Modern_Wing,Space,3D,Art2or3",Sculpture,DeptSpaces,14469055708,https://www.flickr.com/photos/edcnyc/14469055708/,http://c2.staticflickr.com/6/5158/14469055708_8b61fd9ccc.jpg,http://c2.staticflickr.com/6/5158/14469055708_8b61fd9ccc.jpg,Eddie C3,33255932@N04,edcnyc
SET 01,14570394830.jpg,-,Phil Roeder,The Metropolitan Museum of Art  Overlooking the Charles Engelhard Court at the Met.,"Inhabited,Artwork,3D,MetropolitanInDesc,Description,Space,Art2or3,sculpture",Sculpture,DeptSpaces,14570394830,https://www.flickr.com/photos/tabor-roeder/14570394830/,http://c2.staticflickr.com/3/2904/14570394830_087690b8e1.jpg,http://c2.staticflickr.com/3/2904/14570394830_087690b8e1.jpg,Phil Roeder,88876166@N00,tabor-roeder
SET 01,14570667887.jpg,-,Phil Roeder,The Metropolitan Museum of Art  Some details carved in the Temple of Dendur in the Sackler Wing of the Met.,"Artwork,sculpture,Inhabited,3D,MetropolitanInDesc,Description,single,Artwork_number,Temple_Dendur,Space,Art2or3",Sculpture,DeptSpaces,14570667887,https://www.flickr.com/photos/tabor-roeder/14570667887/,http://c2.staticflickr.com/4/3919/14570667887_d406915e2c.jpg,http://c2.staticflickr.com/4/3919/14570667887_d406915e2c.jpg,Phil Roeder,88876166@N00,tabor-roeder
SET 01,14584628629.jpg,-,Phil Roeder,The Metropolitan Museum of Art  Inside the Carroll and Milton Petrie European Sculpture Court.,"Artwork,sculpture,Inhabited,3D,European,Department,MetropolitanInDesc,Description,Space,Art2or3",Sculpture,DeptSpaces,14584628629,https://www.flickr.com/photos/tabor-roeder/14584628629/,http://c2.staticflickr.com/3/2936/14584628629_8b109fe2c2.jpg,http://c2.staticflickr.com/3/2936/14584628629_8b109fe2c2.jpg,Phil Roeder,88876166@N00,tabor-roeder
SET 01,14585689196.jpg,-,Eddie C3,Modern Gallery Skylight  A place once for large 20th Century paintings and sculptures in the Metropolitan Museum of Art. Now the 21st Century is sneaking in there too.,"Artwork,painting,2D,Department,modern,MetropolitanInDesc,Description,multiple,Artwork_number,Space,Modern_Wing,Art2or3",Painting,DeptSpaces,14585689196,https://www.flickr.com/photos/edcnyc/14585689196/,http://c2.staticflickr.com/3/2927/14585689196_3972a1c0c2.jpg,http://c2.staticflickr.com/3/2927/14585689196_3972a1c0c2.jpg,Eddie C3,33255932@N04,edcnyc
SET 01,14596553285.jpg,-,Eddie C3,Colorful Dentals  Is this minimalism? Must be Elsworth Kelly. I forgot who did the bull's eye at the end.,"Artwork,painting,2D,multiple,Artwork_number,Modern_Levine_Court_915,Space,Art2or3",Painting,DeptSpaces,14596553285,https://www.flickr.com/photos/edcnyc/14596553285/,http://c2.staticflickr.com/3/2903/14596553285_88af77198c.jpg,http://c2.staticflickr.com/3/2903/14596553285_88af77198c.jpg,Eddie C3,33255932@N04,edcnyc
SET 01,14608139482.jpg,-,Eddie C3,"cmp3.10.3.1Lq4 0x411b5876   The Charles Engelhard Court is th 136,000-square-foot Crystal Palace of Central Park. The glassed-in courtyard, filled with some 60 monumental marbles, bronzes, mosaics, stained-glass windows and architectural elements, acts as the gateway the American Wing of the Metropolitan Museum.   The centerpiece 'Diana' a smaller version of the Augustus Saint-Gaudens weather vane that once stood above the second Madison Square Garden now points toward the entrance of the American wing.   On the right is the facade of the Branch Bank of the United States that was once a Central Park outdoor entrance to the Met's American collection. The two Beaux-Arts bronze lampposts flanking the Bank entrance were the original lampposts that Richard Morris Hunt designed for the Met entrance.","Inhabited,American,Department,MetropolitanInDesc,Description,Space,3D,Art2or3,sculpture,Artwork",Sculpture,DeptSpaces,14608139482,https://www.flickr.com/photos/edcnyc/14608139482/,http://c2.staticflickr.com/6/5544/14608139482_e98d79a921.jpg,http://c2.staticflickr.com/6/5544/14608139482_e98d79a921.jpg,Eddie C3,33255932@N04,edcnyc
SET 01,14616237571.jpg,-,Eddie C3,"Memories of Budget Dating  You wouldn't know it by looking into this brightly lit great hall of art but this area was once dimmed with warm dining room lighting. Back in the 1980's and most of the 90's this was once the dining hall of the Metropolitan Museum of Art.   This view always drums up nostalgic memories for me. On Friday and Saturday, the two days of the week that the museum has evening hours, they served up some of the finest prime rib I've ever tasted. The dinners were reasonably priced and served up with a classis piano accompaniment.   In those times it seemed like the perfect evening. After a good meal and conversation you could either walk it off in the almost empty galleries of art or go up to the grand balcony for smooth jazz or chamber music.","Artwork,sculpture,Inhabited,3D,MetropolitanInDesc,Description,Roman,Space,Art2or3",Sculpture,DeptSpaces,14616237571,https://www.flickr.com/photos/edcnyc/14616237571/,http://c2.staticflickr.com/3/2933/14616237571_75d17e849a.jpg,http://c2.staticflickr.com/3/2933/14616237571_75d17e849a.jpg,Eddie C3,33255932@N04,edcnyc
SET 01,14632689886.jpg,-,Eddie C3,"Posterized  Dan Graham b. 1942 Urbana, Illinois   Triangular Solids with Circular Cutouts, Variation K 2011-14  ","Artwork,sculpture,3D,Stylized,Modern_Levine_Court_915,Space,Art2or3",Sculpture,DeptSpaces,14632689886,https://www.flickr.com/photos/edcnyc/14632689886/,http://c2.staticflickr.com/4/3867/14632689886_13f7ce0216.jpg,http://c2.staticflickr.com/4/3867/14632689886_13f7ce0216.jpg,Eddie C3,33255932@N04,edcnyc
SET 01,14662139869.jpg,-,photographics@snet.net,cmp3.10.3.1Lq4 0xad6b4f35,"Artwork,sculpture,Inhabited,3D,Temple_Dendur,Space,Art2or3",Sculpture,DeptSpaces,14662139869,https://www.flickr.com/photos/photographicsesp/14662139869/,http://c2.staticflickr.com/6/5584/14662139869_ba40449326.jpg,http://c2.staticflickr.com/6/5584/14662139869_ba40449326.jpg,photographics@snet.net,7382935@N02,photographicsesp
SET 01,14662142989.jpg,Charles James at the MET,photographics@snet.net,Beyond Fashion,"photographics@snet.net: metropolitanmuseumofart,photographics@snet.net: nikond800e,photographics@snet.net: art,photographics@snet.net: beyondfashion,photographics@snet.net: charlesjames,photographics@snet.net: dresses,photographics@snet.net: gowns,3D,Artwork,costume,Costume,Space,Art2or3",Costume_Textile,DeptSpaces,14662142989,https://www.flickr.com/photos/photographicsesp/14662142989/,http://c2.staticflickr.com/4/3869/14662142989_0315532d0d.jpg,http://c2.staticflickr.com/4/3869/14662142989_0315532d0d.jpg,photographics@snet.net,7382935@N02,photographicsesp
SET 01,14662143919.jpg,Charles James at the MET,photographics@snet.net,Beyond Fashion,"photographics@snet.net: metropolitanmuseumofart,photographics@snet.net: nikond800e,photographics@snet.net: art,photographics@snet.net: beyondfashion,photographics@snet.net: charlesjames,photographics@snet.net: dresses,photographics@snet.net: gowns,3D,Artwork,costume,Costume,Space,Art2or3",Costume_Textile,DeptSpaces,14662143919,https://www.flickr.com/photos/photographicsesp/14662143919/,http://c2.staticflickr.com/4/3835/14662143919_822607fd22.jpg,http://c2.staticflickr.com/4/3835/14662143919_822607fd22.jpg,photographics@snet.net,7382935@N02,photographicsesp
SET 01,14662148308.jpg,Charles James at the MET,photographics@snet.net,Beyond Fashion,"photographics@snet.net: metropolitanmuseumofart,photographics@snet.net: nikond800e,photographics@snet.net: art,photographics@snet.net: beyondfashion,photographics@snet.net: charlesjames,photographics@snet.net: dresses,photographics@snet.net: gowns,3D,Artwork,costume,Costume,Space,Art2or3",Costume_Textile,DeptSpaces,14662148308,https://www.flickr.com/photos/photographicsesp/14662148308/,http://c2.staticflickr.com/4/3855/14662148308_84d099587f.jpg,http://c2.staticflickr.com/4/3855/14662148308_84d099587f.jpg,photographics@snet.net,7382935@N02,photographicsesp
SET 01,14662237097.jpg,Charles James at the MET,photographics@snet.net,Beyond Fashion,"photographics@snet.net: metropolitanmuseumofart,photographics@snet.net: nikond800e,photographics@snet.net: art,photographics@snet.net: beyondfashion,photographics@snet.net: charlesjames,photographics@snet.net: dresses,photographics@snet.net: gowns,Artwork,3D,sculpture,Costume,Space,Art2or3",Sculpture,DeptSpaces,14662237097,https://www.flickr.com/photos/photographicsesp/14662237097/,http://c2.staticflickr.com/6/5588/14662237097_fd4bb81824.jpg,http://c2.staticflickr.com/6/5588/14662237097_fd4bb81824.jpg,photographics@snet.net,7382935@N02,photographicsesp
SET 01,14731983430.jpg,Gallery,John St John Photography,"Metropolitan Museum of Art, New York City.","John St John Photography: gallery,John St John Photography: metropolitanmuseumofart,John St John Photography: met,John St John Photography: newyorkcity,John St John Photography: newyork,John St John Photography: streetphotography,John St John Photography: man,John St John Photography: artgallery,John St John Photography: blackandwhite,John St John Photography: blackwhite,John St John Photography: bw,John St John Photography: peopleofnewyork,Inhabited,MetropolitanInDesc,Description,Lehman_Collection_950,Space,2D,Art2or3,painting,Artwork",Painting,DeptSpaces,14731983430,https://www.flickr.com/photos/jpstjohn/14731983430/,http://c2.staticflickr.com/6/5578/14731983430_56e5c6606d.jpg,http://c2.staticflickr.com/6/5578/14731983430_56e5c6606d.jpg,John St John Photography,62990032@N03,jpstjohn
SET 01,14734201146.jpg,-,Phil Roeder,The Metropolitan Museum of Art  A group of Chinese visitors get a look at the Temple of Dendur in the Sackler Wing at the Met.,"Artwork,sculpture,Inhabited,3D,MetropolitanInDesc,Description,Temple_Dendur,Space,Art2or3",Sculpture,DeptSpaces,14734201146,https://www.flickr.com/photos/tabor-roeder/14734201146/,http://c2.staticflickr.com/3/2897/14734201146_9c6117339b.jpg,http://c2.staticflickr.com/3/2897/14734201146_9c6117339b.jpg,Phil Roeder,88876166@N00,tabor-roeder
SET 01,14748273116.jpg,-,Phil Roeder,The Metropolitan Museum of Art  Drawing in the Carroll and Milton Petrie European Sculpture Court.,"Artwork,sculpture,Inhabited,3D,European,Department,MetropolitanInDesc,Description,Space,Art2or3",Sculpture,DeptSpaces,14748273116,https://www.flickr.com/photos/tabor-roeder/14748273116/,http://c2.staticflickr.com/4/3916/14748273116_fd0bc7066f.jpg,http://c2.staticflickr.com/4/3916/14748273116_fd0bc7066f.jpg,Phil Roeder,88876166@N00,tabor-roeder
SET 01,14754757254.jpg,-,Phil Roeder,The Metropolitan Museum of Art  Overlooking the Charles Engelhard Court at the Met.,"Inhabited,MetropolitanInDesc,Description,Space,3D,Art2or3,sculpture,Artwork",Sculpture,DeptSpaces,14754757254,https://www.flickr.com/photos/tabor-roeder/14754757254/,http://c2.staticflickr.com/3/2896/14754757254_face4637f1.jpg,http://c2.staticflickr.com/3/2896/14754757254_face4637f1.jpg,Phil Roeder,88876166@N00,tabor-roeder
SET 01,14764054310.jpg,La Sirene Evening Dress,Eddie C3,This i found interesting in that the ivory silk crepe would be around forty feet long if the stitching was taken out.,"Eddie C3: metropolitanmuseumofart,Eddie C3: metropolitanmuseum,Eddie C3: charlesjames,Eddie C3: fashion,Eddie C3: clothing,Eddie C3: history,3D,Artwork,costume,Costume,Space,Art2or3",Costume_Textile,DeptSpaces,14764054310,https://www.flickr.com/photos/edcnyc/14764054310/,http://c2.staticflickr.com/4/3889/14764054310_57226fed16.jpg,http://c2.staticflickr.com/4/3889/14764054310_57226fed16.jpg,Eddie C3,33255932@N04,edcnyc
SET 01,14764176087.jpg,Collapsible Shoulders,Eddie C3,The gift shop exit from <a href=http://www.metmuseum.org/exhibitions/listings/2014/charles-james-beyond-fashion rel=nofollow>Charles James: Beyond Fashion. </a>,"Eddie C3: metropolitanmuseumofart,Eddie C3: metropolitanmuseum,Eddie C3: charlesjames,Eddie C3: fashion,Eddie C3: clothing,Eddie C3: history,3D,Artwork,costume,Costume,Space,Art2or3",Costume_Textile,DeptSpaces,14764176087,https://www.flickr.com/photos/edcnyc/14764176087/,http://c2.staticflickr.com/4/3876/14764176087_438e304975.jpg,http://c2.staticflickr.com/4/3876/14764176087_438e304975.jpg,Eddie C3,33255932@N04,edcnyc
SET 01,14845697351.jpg,Charles James at the MET,photographics@snet.net,Beyond Fashion,"photographics@snet.net: metropolitanmuseumofart,photographics@snet.net: nikond800e,photographics@snet.net: art,photographics@snet.net: beyondfashion,photographics@snet.net: charlesjames,photographics@snet.net: dresses,photographics@snet.net: gowns,3D,Artwork,costume,Costume,Space,Art2or3",Costume_Textile,DeptSpaces,14845697351,https://www.flickr.com/photos/photographicsesp/14845697351/,http://c2.staticflickr.com/4/3867/14845697351_fbabc0b553.jpg,http://c2.staticflickr.com/4/3867/14845697351_fbabc0b553.jpg,photographics@snet.net,7382935@N02,photographicsesp
SET 01,14848428542.jpg,Charles James at the MET,photographics@snet.net,Beyond Fashion,"photographics@snet.net: metropolitanmuseumofart,photographics@snet.net: nikond800e,photographics@snet.net: art,photographics@snet.net: beyondfashion,photographics@snet.net: charlesjames,photographics@snet.net: dresses,photographics@snet.net: gowns,3D,Artwork,costume,Costume,Space,Art2or3",Costume_Textile,DeptSpaces,14848428542,https://www.flickr.com/photos/photographicsesp/14848428542/,http://c2.staticflickr.com/6/5594/14848428542_e1d2b1667c.jpg,http://c2.staticflickr.com/6/5594/14848428542_e1d2b1667c.jpg,photographics@snet.net,7382935@N02,photographicsesp
SET 01,14848760555.jpg,Charles James at the MET,photographics@snet.net,Beyond Fashion,"photographics@snet.net: metropolitanmuseumofart,photographics@snet.net: nikond800e,photographics@snet.net: art,photographics@snet.net: beyondfashion,photographics@snet.net: charlesjames,photographics@snet.net: dresses,photographics@snet.net: gowns,3D,Artwork,costume,Costume,Space,Art2or3",Costume_Textile,DeptSpaces,14848760555,https://www.flickr.com/photos/photographicsesp/14848760555/,http://c2.staticflickr.com/4/3871/14848760555_081bd58a90.jpg,http://c2.staticflickr.com/4/3871/14848760555_081bd58a90.jpg,photographics@snet.net,7382935@N02,photographicsesp
SET 01,14860211111.jpg,-,Norcat95,"cmp3.10.3.1Lq3 0x74d72e2c Standing Guard  Reflecting pool in front of the #TempleOfDendur, at #TheMetropolitanMuseumOfArt in #NYC.   #museum #Egyptian #art #TheMet #reflection #perspective #nofilter","Artwork,sculpture,Inhabited,3D,Department,Egyptian,MetropolitanInDesc,Description,Temple_Dendur,Space,Art2or3",Sculpture,DeptSpaces,14860211111,https://www.flickr.com/photos/101196306@N08/14860211111/,http://c2.staticflickr.com/4/3897/14860211111_a38f3fe7ab.jpg,http://c2.staticflickr.com/4/3897/14860211111_a38f3fe7ab.jpg,Norcat95,101196306@N08,
