"Category","File Name","Job Identifier","Title","Creator","Description","Keywords","Artwork_Type"
"SET 41","3121981316.jpg","-","The Holy Family","Maulleigh","Sebastien Bourdon (French, 16161671)","Maulleigh: the,Maulleigh: holy,Maulleigh: family,Maulleigh: john,Maulleigh: baptist,Maulleigh: metropolitanmuseum,Maulleigh: metropolitan,Maulleigh: museum,Maulleigh: art,Maulleigh: met,Maulleigh: sebastien,Maulleigh: bourdon,2D,Art2or3,painting,Artwork","Painting"
"SET 41","3119488924.jpg","-","Salvator Mundi, ca. 162223","Maulleigh","Salvator Mundi, ca. 162223;Domenico Fetti (Italian, Roman, 1591/921623);Oil on wood; 23 1/2 x 17 1/4 in. (59.7 x 43.8 cm);Gift of Dianne Modestini, in loving memory of Mario Modestini, 2007 (2007.91);;A consummate master of loose brushwork, Fetti can be an artist of astonishing originality, as this late work testifies. Christ is shown seated in clouds above a landscape, his left hand on an orb, his right raised in blessing, as he gazes toward the viewer. The scampish cherubsespecially the one peeking out from beneath the blue cloakand the illusionistic character of the composition are an homage of sorts to the work of the great sixteenth-century painter Correggio.;;The picture was painted in Venice between 1622 and 1623 for Count Francesco Gambara of Brescia. (Fetti had moved to Venice following a fight with a fellow artist; between 1614 and 1622 he had worked for the Gonzaga court in Mantua.) It was later in the collection of Bishop Paolo Coccapani; a copy is in the Galleria Todini, Lovere, north of Brescia.;;<i>Sometimes I wonder what the big deal is with this stuff, and then I look at when it was painted and it makes more sense.</i>","Maulleigh: domenico,Maulleigh: fetti,Maulleigh: metropolitanmuseum,Maulleigh: metropolitan,Maulleigh: museum,Maulleigh: art,Maulleigh: met,2D,Art2or3,painting,Artwork","Painting"
"SET 41","3169111084.jpg","40.175","Young Women from the Village","Maulleigh","Gustave Courbet (French, 18191877);;Title;Young Women from the Village;;Date;1852;;Medium;Oil on canvas;;Dimensions;76 3/4 x 102 3/4 in. (194.9 x 261 cm);;Credit Line;Gift of Harry Payne Bingham, 1940;;Accession Number;40.175;;This painting, which initiated a series of pictures devoted to the lives of women, shows Courbet's three sisters out for a walk in the Communal, a small valley near his native village of Ornans. Painted during the winter of 185152, &quot;Young Ladies of the Village&quot; was preceded by several studies including an oil sketch (Leeds City Art Gallery) in which Courbet established the leading features of the Metropolitan's picture. In this, the final work, he gave the figures a more prominent role and altered the landscape, omitting the two large trees that in the study are silhouetted against the sky. He also repainted and enlarged the cattle. When the work was exhibited in the Salon of 1852, critics bitterly attacked it, finding it tasteless and clumsy and berating the common features and countrified costumes of the three girls, the &quot;ridiculous&quot; little dog and cattle, and the painting's overall lack of unity, including traditional perspective and scale. Ironically, the very effects that Courbet worked hardest to achieve were the ones that proved most troublesome.","Maulleigh: young,Maulleigh: women,Maulleigh: from,Maulleigh: village,Maulleigh: gustave,Maulleigh: courbet,Maulleigh: metropolitanmuseum,Maulleigh: metropolitan,Maulleigh: museum,Maulleigh: art,Maulleigh: met,Description,AccessionInDesc,2D,Art2or3,painting,Artwork","Painting"
"SET 41","3087267955.jpg","-","NA","litherland","Sometimes I wonder if the difference between Catholicism and Protestantism seems confusing to non-Christians. (I guess I would consider myself a &quot;cultural&quot; Christian in the sense that I was baptized and attended Sunday school and occasional church services as a child.) An important difference between Catholicism and Protestantism, to my mind, is imagery. The image of the crucifixion, which I find grotesque, figures prominently in Catholicism but is negligible in the Protestant tradition (in my experience). As someone who was brought up in the latter tradition, Catholicism has always impressed me as dramatic and flamboyant. It's just a question of what one is used to; it's hard for me to reach outside of understatedness.","litherland: met,litherland: metropolitanmuseumofart,litherland: round,litherland: window,litherland: crucifixion,litherland: newyork,litherland: metropolitanmuseum,Art2or3,Inhabited,3D,sculpture,Artwork","Sculpture"
"SET 41","3088036456.jpg","-","concert","rosetry845","medieval christmas harps psaltry","rosetry845: nyc,rosetry845: metropolitanmuseumofart,rosetry845: metropolitanmuseum,rosetry845: timewemet,3D,Art2or3,musical_instrument,Artwork","Musical_Instrument"
"SET 41","3087199973.jpg","-","Siren bronze 1570-90","rosetry845","NA","rosetry845: nyc,rosetry845: metropolitanmuseumofart,rosetry845: metropolitanmuseum,rosetry845: timewemet,3D,Art2or3,sculpture,Artwork","Sculpture"
"SET 41","3069537628.jpg","-","The Met","eamondude","NA","eamondude: nikon,eamondude: d200,eamondude: metropolitanmuseumofart,eamondude: nyc,eamondude: manhattan,eamondude: uppereastside,eamondude: ues,3D,Art2or3,Inhabited,sculpture,Artwork","Sculpture"
"SET 41","3067637287.jpg","-","Met Shadow 1","jebb","NA","jebb: metmuseum,jebb: metropolitanmuseumofart,jebb: newyorkcity,3D,Art2or3,sculpture,Artwork","Sculpture"
"SET 41","3123199108.jpg","-","The Metropolitan Museum of Art","Tom Jolly","NA","Tom Jolly: metropolitanmuseumofart,Tom Jolly: newyork,Tom Jolly: shadows,Tom Jolly: flickr,Tom Jolly: newyorkcity,Tom Jolly: manhattan,Tom Jolly: greekromanart,Tom Jolly: metropolitanmuseum,3D,Art2or3,sculpture,Artwork","Sculpture"
"SET 41","3068827156.jpg","-","death on boats","sfofie","I &lt;3 little bronze age (?) Greek guys, also that bird.","sfofie: newyork,sfofie: bronzeage,sfofie: metropolitanmuseum,sfofie: vasepainting,3D,Art2or3,decorative_object,Artwork","Decorative_Object"
"SET 41","3064495552.jpg","-","Leonardo 1820","sfofie","I &lt;3 19th century graffiti","sfofie: newyork,sfofie: words,sfofie: metropolitanmuseum,sfofie: graffiti,3D,Art2or3,sculpture,Artwork","Sculpture"
