"Category","File Name","Job Identifier","Title","Creator","Description","Keywords","Artwork_Type"
"SET 06","6992506244.jpg","-","George","Stanley Zimny (Thank You for 10 Million views)","NA","Stanley Zimny (Thank You for 10 Million views): georgewashington,Stanley Zimny (Thank You for 10 Million views): art,Stanley Zimny (Thank You for 10 Million views): museum,Stanley Zimny (Thank You for 10 Million views): met,Stanley Zimny (Thank You for 10 Million views): ny,Stanley Zimny (Thank You for 10 Million views): nyc,Stanley Zimny (Thank You for 10 Million views): newyork,Stanley Zimny (Thank You for 10 Million views): metropolitanmuseumofart,Stanley Zimny (Thank You for 10 Million views): room,tracyhughes2_7. CPAGB LRPS: digitalcameraclub,Stanley Zimny (Thank You for 10 Million views): metropolitanmuse,2D,Art2or3,3D,period_room,Artwork","Period_Room"
"SET 06","3261453512.jpg","-","L1065078","Susan NYC","NA","Susan NYC: metropolitanmuseum,Susan NYC: nyc,Susan NYC: leica,Susan NYC: m8,Susan NYC: museums,Susan NYC: leicam8,Susan NYC: met,Susan NYC: museum,Susan NYC: 2010,2D,Art2or3,painting,Artwork","Painting"
"SET 06","6786413796.jpg","2008.420","Heroic Landscape with a Rainbow by Koch in the Metropolitan Museum of Art, August 2010","ElissaSCA","Heroic Landscape with Rainbow;;Joseph Anton Koch (German, Obergibeln bei Elbigenalp 17681839 Rome) ;;Date: 1824 ;;Medium: Oil on canvas ;;Dimensions: 42 3/4 x 37 3/4 in. (108.6 x 95.9 cm) ;;Classification: Paintings ;;Credit Line: Purchase, Anne Cox Chambers Gift, Gift of Alfred and Katrin Romney, by exchange, and Nineteenth-Century, Modern, and Contemporary Art Funds, 2008 ;;Accession Number: 2008.420;;Gallery Label:;;The classically-trained painter Joseph Anton Koch was a father-figure to many of the younger German artists who visited Rome in the early nineteenth century. He renewed the genre of the heroic landscape, which had been established by the seventeenth-century French masters Claude Lorrain and Nicolas Poussin. Kochs fame rests on this iconic image, which he referred to as a Greek landscape. It is the fourth and final version of a composition he first painted in 1805 (Staatliche Kunsthalle, Karlsruhe).;;;Text from: <a href=http://www.metmuseum.org/Collections/search-the-collections/110004828 rel=nofollow>www.metmuseum.org/Collections/search-the-collections/1100...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: painting,ElissaSCA: fujifinepixs6000fd,ElissaSCA: german,ElissaSCA: 19thcentury,ElissaSCA: rainbow,ElissaSCA: landscape,AccessionInDesc,Description,2D,Art2or3,painting,Artwork","Painting"
"SET 06","6786414524.jpg","2008.420","Detail of a Heroic Landscape with a Rainbow by Koch in the Metropolitan Museum of Art, August 2010","ElissaSCA","Heroic Landscape with Rainbow;;Joseph Anton Koch (German, Obergibeln bei Elbigenalp 17681839 Rome) ;;Date: 1824 ;;Medium: Oil on canvas ;;Dimensions: 42 3/4 x 37 3/4 in. (108.6 x 95.9 cm) ;;Classification: Paintings ;;Credit Line: Purchase, Anne Cox Chambers Gift, Gift of Alfred and Katrin Romney, by exchange, and Nineteenth-Century, Modern, and Contemporary Art Funds, 2008 ;;Accession Number: 2008.420;;Gallery Label:;;The classically-trained painter Joseph Anton Koch was a father-figure to many of the younger German artists who visited Rome in the early nineteenth century. He renewed the genre of the heroic landscape, which had been established by the seventeenth-century French masters Claude Lorrain and Nicolas Poussin. Kochs fame rests on this iconic image, which he referred to as a Greek landscape. It is the fourth and final version of a composition he first painted in 1805 (Staatliche Kunsthalle, Karlsruhe).;;;Text from: <a href=http://www.metmuseum.org/Collections/search-the-collections/110004828 rel=nofollow>www.metmuseum.org/Collections/search-the-collections/1100...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: painting,ElissaSCA: fujifinepixs6000fd,ElissaSCA: german,ElissaSCA: 19thcentury,ElissaSCA: landscape,AccessionInDesc,Description,2D,Art2or3,painting,Artwork","Painting"
"SET 06","6900249104.jpg","1994.450","TheWaterGarden_TheMET(9)","rverc","[ This Photograph was: Identify the Painter (11) ];.;.Childe Hassam (1859-1935);Detail from: <b><i> The Water Garden </i></b>;1909 ;Oil on canvas;Partial and Promised Gift of Mr. and Mrs. Douglas Dillon, 1994;1994.450;This intimate landscape, with its rhythmic composition, compressed space, and tapestry-like application of paint, demonstrates the modification of Hassams style at the turn of the century, when he began absorbing Post-Impressionist influences. The flat, decorative arrangement of natural forms, reminiscent of Japanese designs, seems to honor, visually, the Japanese irises depicted within it. Hassam may have painted <i>The Water Garden</i> on a friends East Hampton property on Long Island, New York, which featured a beautiful lily pond surrounded by irises . Hassam would later purchase his own home nearby and spend much of the last sixteen years of his life there.;From the placard: Metropolitan Museum of Art;;;<a href=http://bighugelabs.com/onblack.php?id=6900249104&amp;bg=white&amp;size=large rel=nofollow>View On White</a>  addl accession","rverc: metropolitanmuseum,rverc: art,rverc: nyc,rverc: met,Description,AccessionInDesc,2D,Art2or3,painting,Artwork","Painting"
"SET 06","6901422860.jpg","1994.450","TheWaterGarden_TheMET(7)","rverc","Childe Hassam (1859-1935);Detail from: <b><i> The Water Garden </i></b>;1909 ;Oil on canvas;Partial and Promised Gift of Mr. and Mrs. Douglas Dillon, 1994;1994.450;This intimate landscape, with its rhythmic composition, compressed space, and tapestry-like application of paint, demonstrates the modification of Hassams style at the turn of the century, when he began absorbing Post-Impressionist influences. The flat, decorative arrangement of natural forms, reminiscent of Japanese designs, seems to honor, visually, the Japanese irises depicted within it. Hassam may have painted <i>The Water Garden</i> on a friends East Hampton property on Long Island, New York, which featured a beautiful lily pond surrounded by irises . Hassam would later purchase his own home nearby and spend much of the last sixteen years of his life there.;From the placard: Metropolitan Museum of Art;;  addl accession","rverc: metropolitanmuseum,rverc: americanpainting,rverc: americanwing,rverc: met,rverc: nyc,rverc: art,rverc: childehassam,Description,AccessionInDesc,2D,Art2or3,painting,Artwork","Painting"
"SET 06","6923073284.jpg","2000.93.2","The Album_TheMET(28)","rverc","[ This photograph was Identify the Painter (18) ];;Edouard Vuillard French, 1868-1940;;Detail from: <b><i>The Album</i></b>. 1895;Oil on canvas;Signed(lower left): E.Vuillard;;This painting was part of a decorative series of five worksknown collectively as The Albumthat was commissioned by Thadee and Misia Natanson in 1894-95. the unusual character of these works matched that of the Natansons Paris apartment, a large open space adjoined by several small alcove areas. Its unconventional decor reflected Misias taste, which was inspired by the English Arts and Crafts movement. The apartment often served as an alternate office for Thadees lively avant-garde journal, La Revue blanche. Among the contributors to this influential publication were Claude Debussy, Leon Blum, Stephane Mallarme, and Andre Gide. The evocative Symbolist qualities of Mallarmes poetry and Debussys music find echoes in Vuillards five panels, which take their name from this painting.;;The Walter H. and Leonore Annenberg Collection,;Gift of Walter H. and Leonore Annenberg, 2000,;Bequest of Walter H. Annenberg, 2002;2000.93.2;;From the placard: Metropolitan Museum of Art.;;.;<a href=http://bighugelabs.com/onblack.php?id=6923073284&amp;bg=white&amp;size=large rel=nofollow>View On White</a>  addl accession","rverc: metropolitanmuseum,rverc: art,rverc: nyc,rverc: met,Description,AccessionInDesc,2D,Art2or3,painting,Artwork","Painting"
"SET 06","6924298632.jpg","2000.93.2","The Album_TheMET(23)","rverc","Edouard Vuillard French, 1868-1940;;<b><i>The Album</i></b>. 1895;Oil on canvas;Signed(lower left): E.Vuillard;;This painting was part of a decorative series of five worksknown collectively as The Albumthat was commissioned by Thadee and Misia Natanson in 1894-95. the unusual character of these works matched that of the Natansons Paris apartment, a large open space adjoined by several small alcove areas. Its unconventional decor reflected Misias taste, which was inspired by the English Arts and Crafts movement. The apartment often served as an alternate office for Thadees lively avant-garde journal, La Revue blanche. Among the contributors to this influential publication were Claude Debussy, Leon Blum, Stephane Mallarme, and Andre Gide. The evocative Symbolist qualities of Mallarmes poetry and Debussys music find echoes in Vuillards five panels, which take their name from this painting.;;The Walter H. and Leonore Annenberg Collection,;Gift of Walter H. and Leonore Annenberg, 2000,;Bequest of Walter H. Annenberg, 2002;2000.93.2;;From the placard: Metropolitan Museum of Art.;;<a href=http://bighugelabs.com/onblack.php?id=6924298632&amp;bg=white&amp;size=large rel=nofollow>View On White</a>;  addl accession","rverc: metropolitanmuseum,rverc: art,rverc: met,rverc: nyc,Description,AccessionInDesc,2D,Art2or3,painting,Artwork","Painting"
"SET 06","6928870224.jpg","67.187.210","ChildrenInWoods_TheMET(4)","rverc","Frank W. Benson 1862-1951;<b><i> Children in Woods </i></b> 1905;Oil on canvas;;Benson began to experiment with plein-air painting in the late 1890s, often depicting his own children out of doors. This canvas portrays his three daughters near the familys summer retreat at North Haven, Maine. Eleanor, the eldest, recalled: When we were in North Haven, Papa would often have us put on our best white dresses and then ask us to sit in the grass or play in the woods. We thought it was silly and the maids made such a fuss when they saw our clothes afterwards. Benson permitted his children to read or play cards while posing but disguised these diversions in his final compositions.;Bequest of Miss Adelaide Milton de Groot (1876-1967). 1967;67.187.210;;From the placard: Metropolitan Museum of Art;  addl accession","rverc: metropolitanmuseum,rverc: art,rverc: nyc,rverc: met,rverc: americanwing,rverc: americanpainting,rverc: frankwbenson,Description,AccessionInDesc,2D,Art2or3,painting,Artwork","Painting"
"SET 06","6932530267.jpg","2008.420","Detail of a Heroic Landscape with a Rainbow by Koch in the Metropolitan Museum of Art, August 2010","ElissaSCA","Heroic Landscape with Rainbow;;Joseph Anton Koch (German, Obergibeln bei Elbigenalp 17681839 Rome) ;;Date: 1824 ;;Medium: Oil on canvas ;;Dimensions: 42 3/4 x 37 3/4 in. (108.6 x 95.9 cm) ;;Classification: Paintings ;;Credit Line: Purchase, Anne Cox Chambers Gift, Gift of Alfred and Katrin Romney, by exchange, and Nineteenth-Century, Modern, and Contemporary Art Funds, 2008 ;;Accession Number: 2008.420;;Gallery Label:;;The classically-trained painter Joseph Anton Koch was a father-figure to many of the younger German artists who visited Rome in the early nineteenth century. He renewed the genre of the heroic landscape, which had been established by the seventeenth-century French masters Claude Lorrain and Nicolas Poussin. Kochs fame rests on this iconic image, which he referred to as a Greek landscape. It is the fourth and final version of a composition he first painted in 1805 (Staatliche Kunsthalle, Karlsruhe).;;;Text from: <a href=http://www.metmuseum.org/Collections/search-the-collections/110004828 rel=nofollow>www.metmuseum.org/Collections/search-the-collections/1100...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: painting,ElissaSCA: fujifinepixs6000fd,ElissaSCA: german,ElissaSCA: 19thcentury,ElissaSCA: landscape,AccessionInDesc,Description,2D,Art2or3,painting,Artwork","Painting"
"SET 06","6983711148.jpg","1983.486","ChristmasTime_theBlodgettFamily_theMET(9)","rverc","This photograph was Identify the Painter (37) ];.;Eastman Johnson;(1824-1906);;<b><i> Christmas_Time, The Blodgett Family </i></b>;1864;Oil on canvas;This conversation piecea group portrait with narrative elementswas first commissioned work of a type that Johnson would often paint. It shows William Tilden Blodgett (1823-1875), a supporter of the Union cause and a founding trustee of the Metropolitan Musuem, with his family in the Renaissance Revival parlor of their house at 27 West 25th Street. Depicted during the Civil War, at a time of urban upheaval, the serene interior, decorated for Christmas, embodies the best sentiment of home, as critic , observed in 1865. Only childrens toy minstrel hints at the burning issues of racial division and emancipation.;Gift of Mr. and Mrs. Stephen Whitney Blodgett, 1983;1983.486;;From the placard: Metropolitan Museum of Art;;;<a href=http://bighugelabs.com/onblack.php?id=6983711148&amp;bg=white&amp;size=large rel=nofollow>View On White</a>  addl accession","rverc: metropolitanmuseum,rverc: art,rverc: nyc,rverc: met,Description,AccessionInDesc,2D,Art2or3,painting,Artwork","Painting"
"SET 06","6987346222.jpg","1983.486","ChristmasTime_theBlodgettFamily_theMET(6)","rverc","Eastman Johnson;(1824-1906);;<b><i> Christmas_Time, The Blodgett Family </i></b>;1864;Oil on canvas;This conversation piecea group portrait with narrative elementswas first commissioned work of a type that Johnson would often paint. It shows William Tilden Blodgett (1823-1875), a supporter of the Union cause and a founding trustee of the Metropolitan Musuem, with his family in the Renaissance Revival parlor of their house at 27 West 25th Street. Depicted during the Civil War, at a time of urban upheaval, the serene interior, decorated for Christmas, embodies the best sentiment of home, as critic , observed in 1865. Only childrens toy minstrel hints at the burning issues of racial division and emancipation.;Gift of Mr. and Mrs. Stephen Whitney Blodgett, 1983;1983.486;;From the placard: Metropolitan Museum of Art;  addl accession","rverc: metropoloitanmuseum,rverc: art,rverc: nyc,rverc: met,rverc: americanpainting,rverc: americanwing,rverc: eastmanjohnson,Description,AccessionInDesc,2D,Art2or3,painting,Artwork","Painting"
"SET 06","6987348792.jpg","-","EmptyBenches_theMET(527a)","rverc","NA","rverc: metropoloitanmuseum,rverc: art,rverc: nyc,rverc: met,rverc: americanwing,rverc: americanpainting,rverc: bench527,2D,Art2or3,painting,Artwork","Painting"
"SET 06","6993397986.jpg","97.34","The American Wing at the Metropolitan Museum","museumsNYC","Washington Crossing the Delaware by Emanuel Leutze, 1851;<a href=http://bit.ly/K4HfDu rel=nofollow>bit.ly/K4HfDu</a>;;Peter Jay Sharp Foundation Gallery  addl Washington Crossing the Delaware Emanuel Leutze (American, Schwäbisch Gmünd 1816–1868 Washington, D.C.) Date: 1851 Medium: Oil on canvas Accession Number: 97.34 On view in Gallery 760","museumsNYC: themetropolitanmuseumofart,museumsNYC: washington,museumsNYC: delaware,2D,Art2or3,Inhabited,painting,Artwork","Painting"
"SET 06","6997492412.jpg","-","EmptyBenches_TheMET(533bw)","rverc","<a href=http://bighugelabs.com/onblack.php?id=6997492412&amp;bg=white&amp;size=large rel=nofollow>View On White</a>","NA,2D,Art2or3,Inhabited,painting,Artwork","Painting"
"SET 06","6998985308.jpg","-","The Metropolitan Museum of Art","Alex E. Pajares","NA","NA,2D,Art2or3,Inhabited,Stylized,painting,Artwork","Painting"
"SET 06","6998985626.jpg","-","The Metropolitan Museum of Art","Alex E. Pajares","NA","NA,2D,Art2or3,Inhabited,Stylized,painting,Artwork","Painting"
"SET 06","6998985662.jpg","-","The Metropolitan Museum of Art","Alex E. Pajares","NA","NA,2D,Art2or3,Inhabited,Stylized,painting,Artwork","Painting"
"SET 06","6998985860.jpg","-","The Metropolitan Museum of Art","Alex E. Pajares","NA","NA,2D,Art2or3,Inhabited,Stylized,painting,Artwork","Painting"
"SET 06","7002358124.jpg","-","The Metropolitan Museum of Art","Alex E. Pajares","NA","NA,2D,Art2or3,Stylized,painting,Artwork","Painting"
"SET 06","7005052528.jpg","-","The Metropolitan Museum of Art","Alex E. Pajares","NA","NA,2D,Art2or3,painting,Artwork","Painting"
"SET 06","7007188342.jpg","-","The Metropolitan Museum of Art","Alex E. Pajares","NA","NA,2D,Art2or3,Stylized,Inhabited,painting,Artwork","Painting"
"SET 06","7043303117.jpg","49.7.34","PortraitofABeardedManWithARuff_TheMET(5)","rverc","[ This Photograph was: Identify the Painter (10) ];.;Frans Hals;Dutch, Antwerp 1582/83-1666 Haarlem;;Detail from: <b><i>Portrait of a Bearded Man with a Ruff </i></b>;Oil on canvas;Dated and inscribed (right): TAT 36 / ANo 1625;;;As the original inscription indicates, the sitter was thirty-six years old when Hals painted his likeness, in 1625. The portraits immediacy is enhanced by vivid brushwork, strong modeling, the glance and gesture ( which respond to the viewer), and the oval framing device. The latter had been used for sometime in Dutch portrait engravings; Hals used it in an illuisionistic manner as early as 1615 (<i> Portrait of a Man Holding a Medallion,</i> in the Brooklyn Museum).;The Jules Bache Collection, 1949;49.7.34 ;From the placard: Metropolitan Museum of Art;;  addl accession","rverc: metropolitan,rverc: museum,rverc: art,rverc: nyc,Description,AccessionInDesc,2D,Art2or3,painting,Artwork","Painting"
