"Category","File Name","Job Identifier","Title","Creator","Description","Keywords","Artwork_Type"
"SET 12","6154007633.jpg","-","_MG_2197","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,decorative_object,Artwork","Decorative_Object"
"SET 12","6154009259.jpg","-","_MG_2202","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,decorative_object,Artwork","Decorative_Object"
"SET 12","6154016643.jpg","-","_MG_2308","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,decorative_object,Artwork","Decorative_Object"
"SET 12","6154395001.jpg","-","_MG_3811","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,decorative_object,Artwork","Decorative_Object"
"SET 12","6154421293.jpg","-","_MG_4045","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,decorative_object,Artwork","Decorative_Object"
"SET 12","6154426009.jpg","-","_MG_4142","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,decorative_object,Artwork","Decorative_Object"
"SET 12","6154428387.jpg","-","_MG_4332","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,decorative_object,Artwork","Decorative_Object"
"SET 12","6154432517.jpg","-","_MG_4088","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,decorative_object,Artwork","Decorative_Object"
"SET 12","6154580318.jpg","-","_MG_2368","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,decorative_object,Artwork","Decorative_Object"
"SET 12","6154657058.jpg","-","_MG_2221","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,decorative_object,Artwork","Decorative_Object"
"SET 12","6154659520.jpg","-","_MG_2340","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,decorative_object,Artwork","Decorative_Object"
"SET 12","6154660186.jpg","-","_MG_2373","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,decorative_object,Artwork","Decorative_Object"
"SET 12","6154662984.jpg","-","_MG_2436","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,Art2or3,2D,painting,Artwork","Painting"
"SET 12","6155017962.jpg","-","_MG_4166","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,decorative_object,Artwork","Decorative_Object"
"SET 12","6155019986.jpg","-","_MG_4182","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,decorative_object,Artwork","Decorative_Object"
"SET 12","6155022882.jpg","-","_MG_4200","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,decorative_object,Artwork","Decorative_Object"
"SET 12","6155043928.jpg","-","_MG_4333","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,decorative_object,Artwork","Decorative_Object"
"SET 12","6155052542.jpg","-","_MG_4408","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,decorative_object,Artwork","Decorative_Object"
"SET 12","6155053472.jpg","-","_MG_4415","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,decorative_object,Artwork","Decorative_Object"
"SET 12","6155056192.jpg","-","_MG_6119","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,decorative_object,Artwork","Decorative_Object"
"SET 12","6155119772.jpg","-","_MG_6203","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,Art2or3,2D,Artwork,decorative_object","Decorative_Object"
"SET 12","6155094264.jpg","-","_MG_6205","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,Art2or3,2D,Artwork,decorative_object","Decorative_Object"
"SET 12","6155096548.jpg","-","_MG_6206","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,Art2or3,2D,Artwork,decorative_object","Decorative_Object"
"SET 12","6155098586.jpg","-","_MG_6207","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,Art2or3,2D,Artwork,decorative_object","Decorative_Object"
"SET 12","6153885387.jpg","-","_MG_1285","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,decorative_object,Artwork","Decorative_Object"
"SET 12","6153584665.jpg","-","_MG_8882","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,sculpture,Artwork","Sculpture"
"SET 12","6153587141.jpg","-","_MG_8988","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,sculpture,Artwork","Sculpture"
"SET 12","6153587395.jpg","-","_MG_9008","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,sculpture,Artwork","Sculpture"
"SET 12","6153589461.jpg","-","_MG_9031","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,sculpture,Artwork","Sculpture"
"SET 12","6153591395.jpg","-","_MG_9046","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,sculpture,Artwork","Sculpture"
"SET 12","6153591717.jpg","-","_MG_9054","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,sculpture,Artwork","Sculpture"
"SET 12","6153592891.jpg","-","_MG_9057","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,sculpture,Artwork","Sculpture"
"SET 12","6153594629.jpg","-","_MG_9102","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,sculpture,Artwork","Sculpture"
"SET 12","6153595155.jpg","-","_MG_9105","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,sculpture,Artwork","Sculpture"
"SET 12","6153595519.jpg","-","_MG_9120","lynn2356","NA","lynn2356: lynnsavarese,lynn2356: lynnsavaresephotography,3D,Art2or3,sculpture,Artwork","Sculpture"
