"Category","File Name","Job Identifier","Title","Creator","Description","Keywords","Artwork_Type"
"SET 28","4598767524.jpg","-","MET Metropolitan Museum of Art","marcin wojcik","NA","marcin wojcik: met,marcin wojcik: nyc,marcin wojcik: newyork,marcin wojcik: nowyjork,marcin wojcik: manhattan,marcin wojcik: metropolitanmuseumofart,marcin wojcik: muzeum,marcin wojcik: sztuka,marcin wojcik: art,marcin wojcik: museum,marcin wojcik: gotham,marcin wojcik: metropolitanmuseum,3D,Art2or3,2D,Artwork,painting_and_sculpture","Sculpture"
"SET 28","4653689663.jpg","-","TheTempleofRembrandt_TheMET(21)","rverc","<a href=http://bighugelabs.com/onblack.php?id=4653689663&amp;bg=white&amp;size=large rel=nofollow>View On White Large</a>","rverc: europeanpaintings,rverc: metropolitanmuseum,rverc: art,rverc: rembrandt,rverc: rembrandtvanrijn,rverc: met,rverc: nyc,3D,Art2or3,2D,Artwork,painting_and_sculpture","Sculpture"
"SET 28","4604308577.jpg","2003.42.7","Gothic Chapel by Bouton in the Metropolitan Museum of Art, May 2010","ElissaSCA","Artist: Charles-Marie Bouton (French, 17811853);;Title: Gothic Chapel;;Medium: Oil on canvas;;Dimensions: 18 3/8 x 15 1/4 in. (46.7 x 38.7 cm);;Classification: Paintings;;Credit Line: The Whitney Collection, Promised Gift of Wheelock Whitney III, and Purchase, Gift of Mr. and Mrs. Charles S. McVeigh, by exchange, 2003;;Accession Number: 2003.42.7;;;Text from: <a href=http://www.metmuseum.org/works_of_art/collection_database/european_paintings/gothic_chapel_charles_marie_bouton/objectview.aspx?collID=11&amp;OID=110003332 rel=nofollow>www.metmuseum.org/works_of_art/collection_database/europe...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2010,ElissaSCA: painting,ElissaSCA: 19thcentury,ElissaSCA: romanticism,ElissaSCA: architecture,ElissaSCA: gothic,ElissaSCA: medieval,ElissaSCA: fujifinepixs6000fd,ElissaSCA: column,AccessionInDesc,Description,2D,Art2or3,photography,Artwork","Photography"
"SET 28","2643286621.jpg","-","Exhibition","KeatsAndKeats","Admiring some Andy Warhol","KeatsAndKeats: andywarhol,KeatsAndKeats: warhol,KeatsAndKeats: popart,KeatsAndKeats: museum,KeatsAndKeats: gallery,KeatsAndKeats: met,KeatsAndKeats: nyc,KeatsAndKeats: newyork,KeatsAndKeats: metropolitanmuseum,3D,Art2or3,2D,Inhabited,Artwork,painting_and_sculpture","Sculpture"
"SET 28","4719735448.jpg","-","The Metropolitan Museum of Art","Alex E. Pajares","NA","NA,3D,Art2or3,2D,Artwork,painting_and_sculpture","Sculpture"
"SET 28","4719959554.jpg","-","The Metropolitan Museum of Art","Alex E. Pajares","NA","NA,3D,Art2or3,2D,Artwork,painting_and_sculpture","Sculpture"
"SET 28","143012306.jpg","-","metgirl306w","Cronopio?","NA","Cronopio?: nyc,Cronopio?: museums,Cronopio?: met,Cronopio?: metropolitanmuseum,2D,Art2or3,painting,Artwork","Painting"
"SET 28","2070196467.jpg","03.14.3","Roman Wall Painting with a Large Red Vessel in the Metropolitan Museum of Art, Sept. 2007","ElissaSCA","Wall painting with a large red vessel and a silver oinochoe (jug);Roman, Late Republican, ca. 50-40 BC;From the villa of P. Fannius Synistor at Boscoreale, peristyle (E);;Accession # 03.14.3;;Like the wall paintings with a column capital and a globe exhibited on this wall to the right, this piece comes from the peristyle of the villa. It was located on the north wall between rooms N and O. Two metal vessels stand on marble blocks, and a tall palm branch rests diagonally against the background. The large vase is probably bronze. The distinctive red color of the metal may have resulted from a special alloy. The Roman author Pliny the Elder described varieties in hue obtained in the famous bronzes produced in Corinth, making clear that craftsmen had a sophisticated knowledge of alloys and could arrive at many color variations.;;Text from the Metropolitan Museum of Art label.;","ElissaSCA: metropolitanmuseum,ElissaSCA: met,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: ancient,ElissaSCA: ancientworld,ElissaSCA: painting,ElissaSCA: roman,ElissaSCA: vase,ElissaSCA: fujifinepixs6000fd,Description,AccessionInDesc,2D,Art2or3,painting,Artwork","Painting"
"SET 28","2436144371.jpg","1975.1.195","Nude in an Armchair by Matisse in the Metropolitan Museum of Art, January 2008","ElissaSCA","Henri Matisse ;French, 1869-1954;Nude in an Armchair;;From the Robert Lehman Collection, Accession # 1975.1.195;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: painting,ElissaSCA: matisse,ElissaSCA: modern,ElissaSCA: woman,ElissaSCA: fujifinepixs6000fd,ElissaSCA: french,Description,AccessionInDesc,2D,Art2or3,painting,Artwork","Painting"
"SET 28","2436144373.jpg","1975.1.195","Detail of Nude in an Armchair by Matisse in the Metropolitan Museum of Art, January 2008","ElissaSCA","Henri Matisse ;French, 1869-1954;Nude in an Armchair;;From the Robert Lehman Collection, Accession # 1975.1.195;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: painting,ElissaSCA: matisse,ElissaSCA: modern,ElissaSCA: woman,ElissaSCA: fujifinepixs6000fd,ElissaSCA: french,Description,AccessionInDesc,2D,Art2or3,painting,Artwork","Painting"
"SET 28","2436994936.jpg","1975.1.168","Houses of Parliament at Night by Derain in the Metropolitan Museum of Art, January 2008","ElissaSCA","Houses of Parliament at Night, 1905-06;Andre Derain (Chatou 1880 - Paris 1954);French;Oil on canvas; 31 x 39 in. (78.7 x 99.1 cm); framed: 40 3/8 x 47.5 x 3 in. (102.5 x 121 x 7.6 cm);Robert Lehman Collection, 1975 (1975.1.168) ;;In 1905 and 1906 Derain traveled to London at the suggestion of the art dealer Ambroise Vollard, for whom he executed a number of views of the city, including this one. As the artist later recalled, these canvases were inspired by Claude Monet's views of London painted only a few years earlier, which had &quot;made a very strong impression on Paris.&quot; The long broken brushstrokes of Derain's painting and the bright bold colors reflect the influence of the Neo-Impressionists Paul Signac and Henri-Edmond Cross (both well represented by works in the Robert Lehman Collection) as well as that of Matisse, with whom Derain spent the summer of 1905 in the south of France.;;Text from: <a href=http://www.metmuseum.org/works_of_art/collection_database/the_robert_lehman_collection/Houses_of_Parliament_at_Night/viewObject.aspx?&amp;OID=150000195&amp;PgSz=1>www.metmuseum.org/works_of_art/collection_database/the_ro...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: painting,ElissaSCA: modern,ElissaSCA: derain,ElissaSCA: fauvism,ElissaSCA: french,2D,Art2or3,painting,Artwork","Painting"
"SET 28","2437805123.jpg","1975.1.221","River Scene with Boat by Vlaminck in the Metropolitan Museum of Art, January 2008","ElissaSCA","Maurice de Vlaminck;French, 1876-1958;River Scene with Boat;;From the Robert Lehman Collection, Accession # 1975.1.221;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: painting,ElissaSCA: modern,ElissaSCA: fauvism,ElissaSCA: fujifinepixs6000fd,ElissaSCA: french,ElissaSCA: boat,Description,AccessionInDesc,2D,Art2or3,painting,Artwork","Painting"
"SET 28","2442862565.jpg","1975.1.197","Potato Gatherers by Pisarro in the Metropolitan Museum of Art, January 2008","ElissaSCA","Camille Pisarro ;French, 1830-1903;Potato Gatherers, 1881;;From the Robert Lehman Collection, Accession # 1975.1.197;;Text from the Metropolitan Museum of Art label.;","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: painting,ElissaSCA: 19thcentury,ElissaSCA: impressionism,ElissaSCA: landscape,ElissaSCA: fujifinepixs6000fd,ElissaSCA: french,ElissaSCA: pissarro,Description,AccessionInDesc,2D,Art2or3,painting,Artwork","Painting"
"SET 28","2442862603.jpg","1975.1.197","Detail of Potato Gatherers by Pisarro in the Metropolitan Museum of Art, January 2008","ElissaSCA","Camille Pisarro ;French, 1830-1903;Potato Gatherers, 1881;;From the Robert Lehman Collection, Accession # 1975.1.197;;Text from the Metropolitan Museum of Art label.;","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: painting,ElissaSCA: 19thcentury,ElissaSCA: impressionism,ElissaSCA: landscape,ElissaSCA: fujifinepixs6000fd,ElissaSCA: french,ElissaSCA: pissarro,Description,AccessionInDesc,2D,Art2or3,painting,Artwork","Painting"
"SET 28","2442862745.jpg","1975.1.208","View of Collioure by Signac in the Metropolitan Museum of Art, January 2008","ElissaSCA","Paul Signac;French, 1863-1935;View of Collioure, 1887;;From the Robert Lehman Collection, Accession # 1975.1.208;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: painting,ElissaSCA: 19thcentury,ElissaSCA: signac,ElissaSCA: pointilism,ElissaSCA: neoimpressionism,ElissaSCA: landscape,ElissaSCA: fujifinepixs6000fd,ElissaSCA: postimpressionism,ElissaSCA: french,Description,AccessionInDesc,2D,Art2or3,painting,Artwork","Painting"
