"Category","File Name","Job Identifier","Title","Creator","Description","Keywords","Artwork_Type"
"SET 30","4361260905.jpg","-","Rodin","Hard Seat Sleeper","The MET.","'Hard Seat Sleeper: met, Hard Seat Sleeper: nyc,',Stylized,3D,Art2or3,2D,Artwork,painting_and_sculpture","Sculpture"
"SET 30","2824567609.jpg","-","MMA 08/30/08","cjn212","<a href=http://www.metmuseum.org/special/philippe_de_montebello_years/exhibition/view.aspx?an=1982.530&amp;vt=iv&amp;pg=2>www.metmuseum.org/special/philippe_de_montebello_years/ex...</a>","'cjn212: grotto, cjn212: 083008, cjn212: mma, Hellenophile: ageofglobalconflict, cjn212: metmoment,','cjn212: grotto, cjn212: 083008, cjn212: mma, Hellenophile: ageo,2D,Art2or3,Inhabited,painting,Artwork","Painting"
"SET 30","3224082666.jpg","-","MMA 01.24.09","cjn212","&quot;Pieter van Laer, called Ill Bamboccio, Dutch, b. 1582 or 1592, d. after 1642, Magic Scene with Self-portrait&quot;, , &amp; Julia","'cjn212: 012409, cjn212: grotto, cjn212: cjnye, cjn212: metmoment,','cjn212: 012409, cjn212: grotto, cjn212: cjnye, cjn212: metmomen,2D,Art2or3,Inhabited,painting,Artwork","Painting"
"SET 30","4297115556.jpg","-","NudeHoldingAFlower_TheMET(1)","rverc","Detail from: Nude Holding a Flower Joan Miro. Spanish, 1893-1983;1917;Oil on canvas;;Jacques and Natasha Gelman Collection, 1998;1999.363.47;;The brilliant colors in Miros early work owe much to Fauve examples, but the details of the bird and flower already show his interest in playful depictions of nature. Painted when he was only twenty-four and still going to art school, the picture was shown at Miros first one-person exhibition, at the Galeria Dalmau in Barcelona.;;","rverc: metropolitanmuseum,rverc: art,rverc: modernart,rverc: nyc,rverc: joanmiro,rverc: bench184,Art2or3,2D,painting,Artwork","Painting"
"SET 30","4297162182.jpg","-","JuanLegua_TheMET (9)","rverc","<a href=http://bighugelabs.com/onblack.php?id=4297162182&amp;size=large rel=nofollow>View On Black Large </a>;;Detail from: Juan Legua Juan Gris. Spanish, 1887-1927;1911;Oil on canvas;;Jacques and Natasha Gelman Collection, 1998;1999.363.27;;The rosy features of the sitters face have a humorous expression, distinguishing Juan Griss work from Picassos Cubist portraits of the same year. Until 1910 Gris had worked as an illustrator, supplying magazines with satirical drawings. He took the name Juan Gris shortly before moving from his native Madrid to Paris in 1906.;;","rverc: metropolitanmuseum,rverc: art,rverc: nyc,rverc: modernart,rverc: bench184,Art2or3,2D,painting,Artwork","Painting"
"SET 30","4371340423.jpg","-","Head of a Bishop, ca. 1770","Maulleigh","Gaetano Gandolfi, Italian, 1734-1802, Oil on Canvas","'Maulleigh: gaetano, Maulleigh: gandolfi, Maulleigh: 1770, Maulleigh: bishop,','Maulleigh: gaetano, Maulleigh: gandolfi, Maulleigh: 1770, Maull,2D,Art2or3,painting,Artwork","Painting"
"SET 30","4371361307.jpg","52.184","Panoramic View of the Palace and Gardens of Versailles (Detail)","Maulleigh","John Vanderlyn (17751852), Title Panoramic View of the Palace and Gardens of Versailles, Date 181819, Medium Oil on canvas, Dimensions12 x 165 ft. (3.6 x 49.5 m), Credit Line Gift of the Senate House Association, Kingston, N.Y., 1952, Accession Number52.184, , This circular panoramic view of Versailles was painted at Kingston, New York, and New York City between 1818 and 1819. Vanderlyn used numerous sketches (Senate House Museum, Kingston, New York) that he had made at Versailles in 1814. The perspective was carefully adjusted to the circular shape. The painting was originally intended for display in the Rotunda built by Vanderlyn in 1818 at the northeast corner of City Hall Park in New York. Its showing there was not as successful as Vanderlyn had wished. In search of some profit, Vanderlyn toured intermittently with the panorama until his death. The artist depicted himself pointing out Czar Alexander I and King Frederick William II of Prussia to the right of the Basin de Latone.","NA,AccessionInDesc,Description,2D,Art2or3,painting,Artwork","Painting"
"SET 30","4371924822.jpg","49.7.108","Enamel Portrait of Henri d'Albret, King of Navarre in the Metropolitan Museum of Art, March 2009","ElissaSCA","Henri d'Albret (15031555), King of Navarre, Plaque, mid-16th century, Leonard Limosin (French, ca. 15051575/77), Made in Limoges, France, Enamel, painted on copper and partly gilded , 7 1/2 x 5 5/8 in. (19.1 x 14.3 cm), The Jules Bache Collection, 1949 (49.7.108), , Leonard Limosin was the greatest enamel painter working in the style of the School of Fontainebleau, Italian Mannerists and French artists active at the French court from about 1530 to 1570. Limosin's enameled portraits are numerous, and he has been ranked, along with Jean Clouet (14861540/41) and Corneille de Lyon (before 15001575), as the best portrait painter of Renaissance France. This plaque, one of at least six based on a drawing attributed to Limosin (Bibliotheque Nationale, Paris), portrays Henri d'Albret, brother-in-law of the French king Francis I (14971547). Henri ruled the independent kingdom of Navarre from 1518 to 1555., , Text from: <a href=http://www.metmuseum.org/toah/hd/font/ho_49.7.108.htm rel=nofollow>www.metmuseum.org/toah/hd/font/ho_49.7.108.htm</a>","'ElissaSCA: metropolitanmuseum, ElissaSCA: museum, ElissaSCA: art, ElissaSCA: met, ElissaSCA: mma, ElissaSCA: manhattan, ElissaSCA: newyork, ElissaSCA: newyorkcity, ElissaSCA: ny, ElissaSCA: nyc, ElissaSCA: 2009, ElissaSCA: french, ElissaSCA: renaissance, ElissaSCA: portrait, ElissaSCA: enamel, ElissaSCA: fujifinepixs6000fd, ElissaSCA: plaque, ElissaSCA: king, ElissaSCA: limoges,','ElissaSCA: metropolitanmuseum, ElissaSCA: museum, ElissaSCA: ar,2D,Art2or3,painting,Artwork","Painting"
"SET 30","4372032636.jpg","61.90","Jonathan Dwight, 1790","Maulleigh","Joseph Steward (17531822), Title Jonathan Dwight, Date ca. 1790, Medium Oil on canvas, Dimensions 29 1/2 x 26 1/4 in. (74.9 x 66.7 cm), Credit Line Gift of Barbara Mercer Adam and Charlotte Adam Coate, 1961, Accession Number61.90, , the sitter's great-great grandson, Jonathan Dwight V; his wife, Mrs. Jonathan Dwight, New York, by 19341958; her half-sisters, Barbara Mercer Adam and Charlotte Adam Coate, , <i>I want to know whose idea it was to keep the hairy mole in the picture. I'd love to be a fly on the wall during that conversation. &quot;Retouching is extra!&quot;</i>","'Maulleigh: joseph, Maulleigh: steward, Maulleigh: 1790, Maulleigh: america,','Maulleigh: joseph, Maulleigh: steward, Maulleigh: 1790, Maullei,AccessionInDesc,Description,2D,Art2or3,painting,Artwork","Painting"
"SET 30","4372059314.jpg","-","Portrait of a Woman, possibly Ginevra d'Antonio Lupari Gozzadini, ca. 148590","Maulleigh","Portrait of a Woman, possibly Ginevra d'Antonio Lupari Gozzadini, ca. 148590, Attributed to the Maestro delle Storie del Pane, Tempera on panel, , (.95) Overall 20 3/4 x 14 5/8 in. (52.7 x 37.1 cm), painted surface 19 3/8 x 14 in. (49.2 x 35.6 cm); (.96) Overall 19 3/4 x 14 5/8 in. (50.2 x 37.1 cm), painted surface 19 1/8 x 14 1/8 in. (48.6 x 35.9 cm), Inscribed: vt sit nostra [and] forma. svperstes, Robert Lehman Collection, 1975 (1975.1.95, 96), , Painted by a talented, anonymous master active in Emilia-Romagna, these are quintessential marriage portraits. The sitters can probably be identified as two members of important Bolognese families who were married about 1494; the coat of arms of the Gozzadini family is on both panels. Husband and wife hold a pink and a piece of fruit, symbols of betrothal and marriage. The landscapes are filled with details evoking marital virtues, fecundity, and prosperity: the woman and the unicorn at the right allude to the legend that only a virgin could capture the mythical beast; rabbits refer to fertility; the pelican feeding her young with her own blood was a common symbol of charity. The inscription on the frieze of the building&quot;In order that our features survive&quot;states the principal objective of such commemorative portraiture, but the wealth of detail shows that these two sitters wished to be remembered not just for their physical appearances but for the qualities they brought to their marriage.","'Maulleigh: lupari, Maulleigh: gozzadini, petrus.agricola: unicorn,','Maulleigh: lupari, Maulleigh: gozzadini, petrus.agricola: unico,2D,Art2or3,painting,Artwork","Painting"
