"Category","File Name","Job Identifier","Title","Creator","Description","Keywords","Artwork_Type"
"SET 37","2689927783.jpg","-","Galatea, Before and After I, and Dr. Scholl","IslesPunkFan","Roy Lictenstein;1990;painted and patinated bronze;;Andy Warhol;Dr. Scholl;1960;casein on canvas;Before and After I;1960;casein on canvas","IslesPunkFan: art,IslesPunkFan: museum,IslesPunkFan: newyorkcity,IslesPunkFan: nyc,IslesPunkFan: roylichtenstein,IslesPunkFan: galatea,IslesPunkFan: andywarhol,IslesPunkFan: befopreandafter,IslesPunkFan: drscholl,IslesPunkFan: painting,IslesPunkFan: sculpture,IslesPunkFan: met,IslesPunkFan: metropolitanmuseumofart,IslesPunkFan: metropolitanmuseum,3D,Art2or3,2D,Artwork,Space","Sculpture"
"SET 37","3312512959.jpg","-","The Metropolitan Museum of Art New York City","ciuciak","The little Fourteen Year old Dancer- Edgar Degas","ciuciak: timewemet,ciuciak: degas,ciuciak: dancer,ciuciak: newyorkcity,ciuciak: nyc,ciuciak: met,ciuciak: art,ciuciak: sculpture,ciuciak: metropolitanmuseum,3D,Art2or3,2D,Inhabited,Artwork,Space","Sculpture"
"SET 37","3377728030.jpg","-","It's Time We Met","digerati_master","Life imitating art!","digerati_master: timewemet,digerati_master: metropolitanmuseum,digerati_master: art,digerati_master: museum,digerati_master: posing,digerati_master: nikon,digerati_master: d300,3D,Art2or3,2D,Inhabited,Artwork,Space","Sculpture"
"SET 37","3326739309.jpg","-","Medieval Knight Art","IslesPunkFan","Armor seen at The Metropolitan Museum of Art in New York City.","IslesPunkFan: armor,IslesPunkFan: armour,IslesPunkFan: knight,IslesPunkFan: medieval,IslesPunkFan: protection,IslesPunkFan: metal,IslesPunkFan: equipment,IslesPunkFan: newyork,IslesPunkFan: nyc,IslesPunkFan: newyorkcity,IslesPunkFan: art,IslesPunkFan: met,IslesPunkFan: metropolitanmuseumofart,IslesPunkFan: metropolitanmuseum,Description,2D,Art2or3,drawing,Artwork","Drawing"
"SET 37","3326739617.jpg","-","Medieval Knight Art","IslesPunkFan","Armor seen at The Metropolitan Museum of Art in New York City.","IslesPunkFan: armor,IslesPunkFan: armour,IslesPunkFan: knight,IslesPunkFan: medieval,IslesPunkFan: protection,IslesPunkFan: metal,IslesPunkFan: equipment,IslesPunkFan: newyork,IslesPunkFan: nyc,IslesPunkFan: newyorkcity,IslesPunkFan: art,IslesPunkFan: met,IslesPunkFan: metropolitanmuseumofart,IslesPunkFan: metropolitanmuseum,Description,2D,Art2or3,drawing,Artwork","Drawing"
"SET 37","2314812003.jpg","27.200","Detail of Pygmalion and Galatea by Gerome in the Metropolitan Museum of Art, December 2007","ElissaSCA","Pygmalion and Galatea, ca. 1890;Jean-Leon Gerome (French, 18241904);Oil on canvas; 35 x 27 in. (88.9 x 68.6 cm);Gift of Louis C. Raegner, 1927 (27.200) ;;At the end of his career, Gerome became increasingly interested in polychrome sculpture. The present picture and a life-size marble (Hearst Monument, San Simeon), both executed about 1890, illustrate a story from Ovid's Metamorphoses. The artist chose the moment when the Cypriot sculptor Pygmalion's wish was granted by Venus. The statue of Galatea that he had created came to life and responded to his love. In an interview Gerome said that he hoped his treatment of the theme would &quot;rejuvenate&quot; a hackneyed subject. He added the apparition of Eros with his bow and arrow, which is not mentioned in Ovid's account of the legend. Comparison of the handling to that of a work of the sixties or seventies will indicate a slightly looser touch and a less precise rendering of form.;;Text from: <a href=http://www.metmuseum.org/works_of_art/collection_database/european_paintings/Pygmalion_and_Galatea/viewObject.aspx?&amp;OID=110000925&amp;PgSz=1>www.metmuseum.org/works_of_art/collection_database/europe...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: painting,ElissaSCA: 19thcentury,ElissaSCA: gerome,ElissaSCA: french,ElissaSCA: mythology,ElissaSCA: fujifinepixs6000fd,2D,Art2or3,painting,Artwork","Painting"
"SET 37","2314812005.jpg","27.200","Detail of Pygmalion and Galatea by Gerome in the Metropolitan Museum of Art, December 2007","ElissaSCA","Pygmalion and Galatea, ca. 1890;Jean-Leon Gerome (French, 18241904);Oil on canvas; 35 x 27 in. (88.9 x 68.6 cm);Gift of Louis C. Raegner, 1927 (27.200) ;;At the end of his career, Gerome became increasingly interested in polychrome sculpture. The present picture and a life-size marble (Hearst Monument, San Simeon), both executed about 1890, illustrate a story from Ovid's Metamorphoses. The artist chose the moment when the Cypriot sculptor Pygmalion's wish was granted by Venus. The statue of Galatea that he had created came to life and responded to his love. In an interview Gerome said that he hoped his treatment of the theme would &quot;rejuvenate&quot; a hackneyed subject. He added the apparition of Eros with his bow and arrow, which is not mentioned in Ovid's account of the legend. Comparison of the handling to that of a work of the sixties or seventies will indicate a slightly looser touch and a less precise rendering of form.;;Text from: <a href=http://www.metmuseum.org/works_of_art/collection_database/european_paintings/Pygmalion_and_Galatea/viewObject.aspx?&amp;OID=110000925&amp;PgSz=1>www.metmuseum.org/works_of_art/collection_database/europe...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: painting,ElissaSCA: 19thcentury,ElissaSCA: gerome,ElissaSCA: french,ElissaSCA: mythology,ElissaSCA: fujifinepixs6000fd,2D,Art2or3,painting,Artwork","Painting"
"SET 37","2314830181.jpg","60.30","Detail of The Fortune Teller by Georges de La Tour in the Metropolitan Museum of Art, December 2007","ElissaSCA","The Fortune Teller, probably 1630s;Georges de La Tour (French, 15931652);Oil on canvas; 40 1/8 x 48 5/8 in. (101.9 x 123.5 cm);Rogers Fund, 1960 (60.30) ;;While an old gypsy crone tells his fortune, a naive youth is robbed by her accomplices, a subject popular among Caravaggesque painters throughout Europe in the 17th century. La Tour's painting can be interpreted as a genre or theatrical scene, or as an allusion to the parable of the prodigal son. It has been variously dated from about 1620 to as late as 1639. The inscription includes the name of the town where La Tour lived, Luneville in Lorraine.;;Text from: <a href=http://www.metmuseum.org/works_of_art/collection_database/european_paintings/The_Fortune_Teller/viewObject.aspx?&amp;OID=110001282&amp;PgSz=1>www.metmuseum.org/works_of_art/collection_database/europe...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: delatour,ElissaSCA: painting,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: french,ElissaSCA: fujifinepixs6000fd,ElissaSCA: baroque,2D,Art2or3,painting,Artwork","Painting"
"SET 37","2340383451.jpg","11.15","Judith with the Head of Holofernes by Cranach in the Metropolitan Museum of Art, December 2007","ElissaSCA","Judith with the Head of Holofernes, ca. 1530;Lucas Cranach the Elder (German, 14721553);Oil on wood; 35 1/4 x 24 3/8 in. (89.5 x 61.9 cm);Rogers Fund, 1911 (11.15) ;;Judith, who is adorned &quot;so as to allure the eyes of all men that should see her&quot; (Judith 10:4, Apocrypha), demurely rests her arm on the severed head of her people's enemy. Her fantastically elaborate costume is characteristic of Cranach's courtly mannerism.; ;The painting, which is one of several versions of this theme by Cranach, has been dated about 1530.;;Text from: <a href=http://www.metmuseum.org/works_of_art/collection_database/european_paintings/Judith_with_the_Head_of_Holofernes/viewObject.aspx?&amp;OID=110000472&amp;PgSz=1>www.metmuseum.org/works_of_art/collection_database/europe...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: painting,ElissaSCA: cranach,ElissaSCA: head,ElissaSCA: fujifinepixs6000fd,ElissaSCA: german,ElissaSCA: renaissance,ElissaSCA: sword,2D,Art2or3,painting,Artwork","Painting"
"SET 37","2340383455.jpg","11.15","Detail of Judith with the Head of Holofernes by Cranach in the Metropolitan Museum of Art, December 2007","ElissaSCA","Judith with the Head of Holofernes, ca. 1530;Lucas Cranach the Elder (German, 14721553);Oil on wood; 35 1/4 x 24 3/8 in. (89.5 x 61.9 cm);Rogers Fund, 1911 (11.15) ;;Judith, who is adorned &quot;so as to allure the eyes of all men that should see her&quot; (Judith 10:4, Apocrypha), demurely rests her arm on the severed head of her people's enemy. Her fantastically elaborate costume is characteristic of Cranach's courtly mannerism.; ;The painting, which is one of several versions of this theme by Cranach, has been dated about 1530.;;Text from: <a href=http://www.metmuseum.org/works_of_art/collection_database/european_paintings/Judith_with_the_Head_of_Holofernes/viewObject.aspx?&amp;OID=110000472&amp;PgSz=1>www.metmuseum.org/works_of_art/collection_database/europe...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: painting,ElissaSCA: cranach,ElissaSCA: head,ElissaSCA: fujifinepixs6000fd,ElissaSCA: german,ElissaSCA: renaissance,2D,Art2or3,painting,Artwork","Painting"
