"Category","File Name","Job Identifier","Title","Creator","Description","Keywords","Artwork_Type"
"SET 25","4338642993.jpg","23.101","Lady at the Tea Table by Mary Cassatt in the Metropolitan Museum, December 2008","ElissaSCA","Artist: Mary Cassatt (18441926);;Title: Lady at the Tea Table;;Date: 188385;;Medium: Oil on canvas;;Dimensions: 29 x 24 in. (73.7 x 61 cm);;Credit Line: Gift of the artist, 1923;;Accession Number: 23.101;;Text from: <a href=http://www.metmuseum.org/Works_of_Art/collection_database/american_paintings_and_sculpture/lady_at_the_tea_table_mary_cassatt/objectview.aspx?OID=20010737&amp;collID=2&amp;dd1=2 rel=nofollow>www.metmuseum.org/Works_of_Art/collection_database/americ...</a>;;and ;;This work, one of Cassatt's most famous paintings depicts Mrs. Robert Moore Riddle, a cousin of the artist's mother. Edgar Degas considered the work to be the very essence of distinction, but the sitter did not care for it. Cassatt rediscovered it almost thirty years later when her friend, the American collector, Louisine Havemeyer convinced her to rummage &quot;through all the store closets in her apartment and into the big chest in the corridor&quot; for pictures that could be lent to a New York exhibition benefitting women's suffrage. Cassatt agreed to send Lady at the Tea Table, but cautioned, &quot;I wonder if anyone would care for it at the Exhibition. I doubt it.&quot; To her surprise, it was a critical success. She presented it to the Museum eight years later.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: 19thcentury,ElissaSCA: painting,ElissaSCA: fujifinepixs6000fd,ElissaSCA: impressionism,ElissaSCA: cassatt,AccessionInDesc,Description,2D,Art2or3,painting,Artwork","Painting"
"SET 25","4338643007.jpg","23.101","Detail of Lady at the Tea Table by Mary Cassatt in the Metropolitan Museum, December 2008","ElissaSCA","Artist: Mary Cassatt (18441926);;Title: Lady at the Tea Table;;Date: 188385;;Medium: Oil on canvas;;Dimensions: 29 x 24 in. (73.7 x 61 cm);;Credit Line: Gift of the artist, 1923;;Accession Number: 23.101;;Text from: <a href=http://www.metmuseum.org/Works_of_Art/collection_database/american_paintings_and_sculpture/lady_at_the_tea_table_mary_cassatt/objectview.aspx?OID=20010737&amp;collID=2&amp;dd1=2 rel=nofollow>www.metmuseum.org/Works_of_Art/collection_database/americ...</a>;;and ;;This work, one of Cassatt's most famous paintings depicts Mrs. Robert Moore Riddle, a cousin of the artist's mother. Edgar Degas considered the work to be the very essence of distinction, but the sitter did not care for it. Cassatt rediscovered it almost thirty years later when her friend, the American collector, Louisine Havemeyer convinced her to rummage &quot;through all the store closets in her apartment and into the big chest in the corridor&quot; for pictures that could be lent to a New York exhibition benefitting women's suffrage. Cassatt agreed to send Lady at the Tea Table, but cautioned, &quot;I wonder if anyone would care for it at the Exhibition. I doubt it.&quot; To her surprise, it was a critical success. She presented it to the Museum eight years later.;;Text from the Metropolitan Museum of Art label.","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: 19thcentury,ElissaSCA: painting,ElissaSCA: fujifinepixs6000fd,ElissaSCA: impressionism,ElissaSCA: cassatt,AccessionInDesc,Description,2D,Art2or3,painting,Artwork","Painting"
"SET 25","4762874156.jpg","-","The Metropolitan Museum of Art","Alex E. Pajares","NA","NA,2D,Art2or3,painting,Artwork","Painting"
"SET 25","4762875084.jpg","-","The Metropolitan Museum of Art","Alex E. Pajares","NA","NA,2D,Art2or3,painting,Artwork","Painting"
"SET 25","4762875128.jpg","-","The Metropolitan Museum of Art","Alex E. Pajares","NA","NA,2D,Art2or3,Inhabited,painting,Artwork","Painting"
"SET 25","4937746789.jpg","-","Metropolitan Museum, NYC","renzodionigi","Bullfight in a Divided RingAttributed to Francisco de Goya y Lucientes (Spanish, 17461828)","NA,2D,Art2or3,painting,Artwork","Painting"
"SET 25","4937755249.jpg","-","Metropolitan Museum, NYC","renzodionigi","Bullfight in a Divided RingAttributed to Francisco de Goya y Lucientes (Spanish, 17461828)","NA,2D,Art2or3,painting,Artwork","Painting"
"SET 25","4937763639.jpg","-","Metropolitan Museum, NYC","renzodionigi","The Picnic after the HuntCarle (Charles Andre) Vanloo (French, 17051765)","NA,2D,Art2or3,painting,Artwork","Painting"
"SET 25","4937766875.jpg","-","Metropolitan Museum, NYC","renzodionigi","The Fair at BezonsJean Baptiste Joseph Pater (French, 16951736)ca. 1730","NA,2D,Art2or3,painting,Artwork","Painting"
"SET 25","4937778601.jpg","-","Metropolitan Museum, NYC","renzodionigi","The Fair at BezonsJean Baptiste Joseph Pater (French, 16951736)ca. 1730","NA,2D,Art2or3,painting,Artwork","Painting"
