"Category","File Name","Job Identifier","Title","Creator","Description","Keywords","Artwork_Type"
"SET 18","5541385160.jpg","-","Songs of the Sea","Redhead Pictures","Harpischord, Invented by Michele Todini, c. 1670;Metropolitan Museum of Art;New York Ciy, New York","Redhead Pictures: metropolitanmuseum,Redhead Pictures: metropolitanmuseumofart,Redhead Pictures: met,Redhead Pictures: harpischord,Redhead Pictures: piano,Redhead Pictures: fineart,Redhead Pictures: antique,Redhead Pictures: museum,3D,Art2or3,2D,Description,Artwork,musical_and_painting","Musical_Instrument"
"SET 18","5449597050.jpg","-","NA","mc waters","NA","NA,Art2or3,2D,drawing,Artwork","Drawing"
"SET 18","4729232674.jpg","-","The Metropolitan Museum of Art","Alex E. Pajares","NA","NA,Art2or3,2D,painting,Artwork","Painting"
"SET 18","4729729593.jpg","-","The Metropolitan Museum of Art","Alex E. Pajares","NA","NA,Art2or3,2D,painting,Artwork","Painting"
"SET 18","4729729715.jpg","-","The Metropolitan Museum of Art","Alex E. Pajares","NA","NA,Art2or3,2D,painting,Artwork","Painting"
"SET 18","4729729855.jpg","-","The Metropolitan Museum of Art","Alex E. Pajares","NA","NA,Art2or3,2D,painting,Artwork","Painting"
"SET 18","4730372998.jpg","-","The Metropolitan Museum of Art","Alex E. Pajares","NA","NA,Art2or3,2D,Inhabited,painting,Artwork","Painting"
"SET 18","4730374644.jpg","-","The Metropolitan Museum of Art","Alex E. Pajares","NA","NA,Art2or3,2D,painting,Artwork","Painting"
"SET 18","4762874672.jpg","-","The Metropolitan Museum of Art","Alex E. Pajares","NA","NA,Art2or3,2D,painting,Artwork","Painting"
"SET 18","4762875028.jpg","-","The Metropolitan Museum of Art","Alex E. Pajares","NA","NA,Art2or3,2D,painting,Artwork","Painting"
"SET 18","4762875240.jpg","-","The Metropolitan Museum of Art","Alex E. Pajares","NA","NA,Art2or3,2D,painting,Artwork","Painting"
"SET 18","5600535699.jpg","-","NYC: MetMuseum - Loro3 al Met","agennari","(10 marzo 2011) Loro3 si siedono per guardarsi in giro","agennari: newyork,agennari: metropolitanmuseum,agennari: metmuseum,Art2or3,2D,Inhabited,painting,Artwork","Painting"
"SET 18","5600538753.jpg","-","NYC: MetMuseum - Caravaggio 2","agennari","(10 marzo 2011) &quot;I musici&quot;","agennari: newyork,agennari: caravaggio,agennari: metropolitanmuseum,agennari: metmuseum,Art2or3,2D,painting,Artwork","Painting"
"SET 18","5600545027.jpg","-","NYC: MetMuseum - Giovanni Bellini","agennari","(10 marzo 2011) &quot;Madonna con Bambino&quot;. 1480.","agennari: newyork,agennari: metropolitanmuseum,agennari: metmuseum,agennari: giovannibellini,Art2or3,2D,painting,Artwork","Painting"
"SET 18","5600545859.jpg","-","NYC: MetMuseum - Vista di Toledo","agennari","(10 marzo 2011) Opera capolavoro di El Greco (Domenikos Theotokopoulos). Opera datata 1597. Non sono mai stato a Toledo, ma se ci andro, sara merito/colpa di El Greco.","agennari: newyork,agennari: metropolitanmuseum,agennari: metmuseum,agennari: elgreco,agennari: toledo,Art2or3,2D,painting,Artwork","Painting"
"SET 18","5601121340.jpg","-","NYC: MetMuseum - Caravaggio 1","agennari","(10 marzo 2011) Francesco tra &quot;Il suonatore di liuto&quot; e &quot;I musici&quot;","agennari: caravaggio,agennari: newyork,agennari: metropolitanmuseum,agennari: metmuseum,Art2or3,2D,Inhabited,painting,Artwork","Painting"
"SET 18","5601123382.jpg","-","NYC: MetMuseum - Caravaggio 3","agennari","(10 marzo 2011) &quot;Il suonatore di liuto&quot;. Una copia del capolavoro di San Pietroburgo. Addirittura ne e dubbia l'attribuzione. Comunque una grande opera caravaggiesca","agennari: newyork,agennari: caravaggio,agennari: metropolitanmuseum,agennari: metmuseum,Art2or3,2D,painting,Artwork","Painting"
"SET 18","5601124754.jpg","-","NYC: MetMuseum - Caravaggio 4","agennari","(10 marzo 2011) &quot;La negazione di san Pietro&quot; Bellissimo","agennari: caravaggio,agennari: newyork,agennari: metropolitanmuseum,agennari: metmuseum,Art2or3,2D,painting,Artwork","Painting"
