"Category","File Name","Job Identifier","Title","Creator","Description","Keywords","Artwork_Type"
"SET 01","3177758514.jpg","-","-","-","-","Artwork,sculpture,3D,Stylized,Artwork_number,multiple,one-focal","Sculpture"
"SET 01","4265949269.jpg","-","-","-","-","Artwork,sculpture,3D,Stylized,single,Artwork_number,p_full,Framing","Sculpture"
"SET 01","4340644253.jpg","-","-","-","from the palace of king ashur-nasir-pal II  © branko www.a2b1.com youtube channel: www.youtube.com/a2b1   I flayed as many nobles as had rebelled against me [and] draped their skins over the pile [of corpses]; some I spread out within the pile, some I erected on stakes upon the pile ... I flayed many right through my land [and] draped their skins over the walls. Ashurnasirpal","Artwork,sculpture,3D,Artwork_number,across_the_room,Framing,multiple,p_cropped,one-focal","Sculpture"
"SET 01","4706780110.jpg","1993.11.1","LNYC2010met_0253","qpkarl","Marble sarcophagus lid with reclining couple;Roman, Severan period, ca. A.D. 220;;The couple are shown as semidivine personifications of water and earth. Like Hellinistic and Roman images of river gods, the bare-chested man holds a long reed, and a lizard-like creature crouches beside him. The woman holds a garland and two sheaves of wheat, attributes of Tellus, goddess of the earth.;;AT her feet is a furry-tailed mammal with a small Eros on its back. While the man's head is carefully portrayed, his wife's head has been left unfinished, suggesting that he predeceased her, and no one added her portrait after she died.;;Purchase, Lila Acheson Wallace Gift, 1993 (1993.11.1);;<b>NOTE:</b> Look &quot;<a href=http://farm5.static.flickr.com/4054/4577026379_ec438d4f69_o.jpg rel=nofollow>wall-eyed</a>&quot; at the top pair or &quot;<a href=http://farm5.static.flickr.com/4058/4577026407_895e8bfdd2_o.jpg rel=nofollow>cross-eyed</a>&quot; at the bottom pair to get a 3D image from the fused pictures. <a href=http://farm6.static.flickr.com/5042/5284135743_b8a35ae0b1_z.jpg rel=nofollow>Another illustration</a>.;;Here's a <a href=http://www.flickr.com/photos/12671646@N07/6076850770/in/photostream/>helpful tip</a> for viewing stereo pairs.;;If you'd like to browse a bit, please enjoy a somewhat <a href=http://www.flickriver.com/photos/12671646@N07/random/ rel=nofollow>random sampling</a> of my photos.","qpkarl: 3d,qpkarl: canonpowershota460,qpkarl: manhattan,qpkarl: newyork,qpkarl: newyorkcity,qpkarl: stereo,qpkarl: stereogram,qpkarl: stereography,qpkarl: stereograph,qpkarl: stereographic,qpkarl: stereophotography,qpkarl: stereoscope,qpkarl: stereoscopic,qpkarl: stereoscopy,qpkarl: unitedstates,Department,Roman,Artwork,sculpture,Stylized,Artwork_number,multiple,p_cropped,Framing,one-focal","Sculpture"
"SET 01","4761378675.jpg","-","LNYC2010cdrmet_098","qpkarl","Some mythical character lays out a Deco tune at the <a href=http://en.wikipedia.org/wiki/Metropolitan_Museum_of_Art_New_York rel=nofollow>Met</a>.;;<b>NOTE:</b> Look &quot;<a href=http://farm5.static.flickr.com/4054/4577026379_ec438d4f69_o.jpg rel=nofollow>wall-eyed</a>&quot; at the top pair or &quot;<a href=http://farm5.static.flickr.com/4058/4577026407_895e8bfdd2_o.jpg rel=nofollow>cross-eyed</a>&quot; at the bottom pair to get a 3D image from the fused pictures. <a href=http://farm6.static.flickr.com/5042/5284135743_b8a35ae0b1_z.jpg rel=nofollow>Another illustration</a>.;;Here's a <a href=http://www.flickr.com/photos/12671646@N07/6076850770/in/photostream/>helpful tip</a> for viewing stereo pairs.;;If you'd like to browse a bit, please enjoy a somewhat <a href=http://www.flickriver.com/photos/12671646@N07/random/ rel=nofollow>random sampling</a> of my photos.","qpkarl: 3d,qpkarl: art,qpkarl: artgalleryandmuseums,qpkarl: canondigitalrebel,qpkarl: manhattan,qpkarl: metropolitanmuseum,qpkarl: museum,qpkarl: newyork,qpkarl: newyorkcity,qpkarl: publicart,qpkarl: stereo,qpkarl: stereogram,qpkarl: stereograph,qpkarl: stereographic,qpkarl: stereography,qpkarl: stereophotography,qpkarl: stereoscope,qpkarl: stereoscopic,qpkarl: stereoscopy,qpkarl: unitedstates,Artwork,sculpture,Stylized,single,Artwork_number,p_full,Framing","Sculpture"
"SET 01","5391784745.jpg","-","Beast","Truvor","NA","Truvor: metropolitanmuseumart,Truvor: museum,Truvor: met,Truvor: mma,Artwork,3D,sculpture,single,Artwork_number,Framing,p_cropped","Sculpture"
"SET 01","5391803021.jpg","-","Temple of Dendur Doorway","Truvor","NA","Truvor: metropolitanmuseumart,Truvor: museum,Truvor: met,Truvor: mma,Artwork,3D,sculpture,single,Artwork_number,Framing,p_cropped","Sculpture"
"SET 01","5392394078.jpg","-","Buddah","Truvor","NA","Truvor: metropolitanmuseumart,Truvor: museum,Truvor: met,Truvor: mma,Artwork,3D,sculpture,single,Artwork_number,p_full,Framing","Sculpture"
"SET 01","5392404796.jpg","-","Sphinx","Truvor","NA","Truvor: metropolitanmuseumart,Truvor: museum,Truvor: met,Truvor: mma,Artwork,3D,sculpture,Stylized,single,Artwork_number,p_full,Framing","Sculpture"
"SET 01","7033790283.jpg","-","-","-","young hercules  Roman, Flavian, first century A.D.   On his left hand, Hercules holds an apple, a golden apple from The Garden of the Hesperides. In this garden, there was a single apple tree or a grove, where the golden apples gave immortality. Ladon, a sleepless and hundred-headed serpent (dragon), safeguarded the tree.   Gen 3:4 'You will not surely die,' the serpent said to the woman. 5 'For God knows that when you eat of it your eyes will be opened, and you will be like God, knowing good and evil.'   'Extraordinary strength, courage, ingenuity, and sexual prowess with both males and females were among his characteristic attributes.' Warrior similar to a Samurai, who has a male lover-assistant. Kind of like a 'Prince of the Church'; who has a leaning for young boys. Better yet, Hercules is Nimrod. Nimrod who built Babylon, attempted to construct Babel's Tower, started a Babylonian religion which after thousands of years is alive and well, as Roman Catholicism.   Genesis 10:9 he hath begun to be a hero in the land; he hath been a hero in hunting before Jehovah; therefore it is said, `As Nimrod the hero [in] hunting before Jehovah.'","Artwork,sculpture,3D,Department,Roman,single,Artwork_number,Framing,p_cropped","Sculpture"
