"Category","File Name","Job Identifier","Title","Creator","Description","Keywords","Artwork_Type"
"SET 31","4239184055.jpg","-","Cubiculum (bedroom) from the Villa of P. Fannius Synistor at Boscoreale","Marina Alexis Parker","Cubiculum (bedroom) from the Villa of P. Fannius Synistor at Boscoreale;Roman, Republican, ca. 5040 B.C.;;Room M of the Villa of P. Fannius Synistor at Boscoreale, buried by the eruption of Vesuvius in A.D. 79, functioned as a bedroom. ;;The rear wall shows rocky terrain with balustrades and an arbor above, a small cave or grotto sheltering a fountain, and a small figure of Hekate below. In the center of the wall, between two columns, a parapet embellished with a yellow monochrome landscape supports a glass bowl filled with fruit.;;<a href=http://www.metmuseum.org/works_of_art/collection_database/greek_and_roman_art/cubiculum_bedroom_from_the_villa_of_p_fannius_synistor/objectview.aspx?page=1&amp;sort=0&amp;sortdir=asc&amp;keyword=&amp;fp=1&amp;dd1=13&amp;dd2=0&amp;vw=1&amp;collID=13&amp;OID=130007491&amp;vT=1 rel=nofollow>Metropolitan Museum of Art Collection</a>;;;Boscoreale, an area about a mile north of Pompeii, was notable in antiquity for having numerous aristocratic country villas. Some of the most important wall paintings surviving from antiquity come from a Roman villa at Boscoreale built shortly after the middle of the first century B.C. The villa, which was buried by the eruption of Vesuvius in 79 A.D., is referred to as the Villa of P. Fannius Synistor, one of its owners during the first half part of the first century A.D. Excavated in the early 1900s, the villa's frescoes are among the most important to be found anywhere in the Roman world.;;The surviving paintings are extremely fine examples of the late Second Style, the most renowned style in Roman wall painting. Throughout the frescoes from the villa at Boscoreale there are visual ambiguities to tease the eye, including architectural details painted to resemble real ones, such as rusticated masonry, pillars, and columns that cast shadows into the viewer's space, and more conventional trompe l'oeil devices, such as three-dimensional meanders. Objects of daily life were depicted in such a way as to seem real, with metal and glass vases on shelves and tables appearing to project out from the wall. Cumulatively, these trompe l'oeil devices reveal the Republican owner's evident pleasure in impressing guests at his comfortable summer retreat.;;Department of Greek and Roman Art. &quot;Boscoreale: Frescoes from the Villa of P. Fannius Synistor&quot;. In Heilbrunn Timeline of Art History. New York: The Metropolitan Museum of Art;<a href=http://www.metmuseum.org/toah/hd/cubi/hd_cubi.htm rel=nofollow>Met Museum Essay</a>","Marina Alexis Parker: cubiculum,Marina Alexis Parker: bedroom,Marina Alexis Parker: villa,Marina Alexis Parker: pfanniussynistor,Marina Alexis Parker: boscoreale,Marina Alexis Parker: rome,Marina Alexis Parker: romanrepublic,Marina Alexis Parker: 50to40bc,Marina Alexis Parker: bce,Marina Alexis Parker: eruptionofvesuvius,Marina Alexis Parker: 79ad,Marina Alexis Parker: romanwallpainting,Marina Alexis Parker: secondstyle,Marina Alexis Parker: pompeii,Marina Alexis Parker: romanvilla,Marina Alexis Parker: tricktheeye,Marina Alexis Parker: trompeloeil,Marina Alexis Parker: columns,Marina Alexis Parker: shadows,Marina Alexis Parker: departmentofgreekandromanart,Marina Alexis Parker: heilbrunntimelineessay,Marina Alexis Parker: newyorkcity,Marina Alexis Parker: metropolitanmuseumofart,Marina Alexis Parker: metmuseum,Marina Alexis Parker: nyc,Marina Alexis Parker: museum,Marina Alexis Parker: collection,Description,2D,Art2or3,Artwork,fresco_mosaic","Fresco_Mosaic"
"SET 31","4175005851.jpg","-","Saint Mary Magdalene","rosewithoutathorn84","French;Limestone;Carved between 1500-1525;;This is probably one of my favorite things in the Met. This Mary Magdalene has such a beautiful face and a very unique costume.","rosewithoutathorn84: saint,rosewithoutathorn84: mary,rosewithoutathorn84: magdalene,rosewithoutathorn84: statue,rosewithoutathorn84: french,rosewithoutathorn84: limestone,rosewithoutathorn84: 1500s,rosewithoutathorn84: 16th,rosewithoutathorn84: century,rosewithoutathorn84: headdress,rosewithoutathorn84: beautiful,rosewithoutathorn84: stone,rosewithoutathorn84: face,rosewithoutathorn84: met,rosewithoutathorn84: metropolitanmuseumofart,rosewithoutathorn84: newyorkcity,rosewithoutathorn84: newyork,rosewithoutathorn84: ny,rosewithoutathorn84: nyc,rosewithoutathorn84: art,rosewithoutathorn84: history,rosewithoutathorn84: painting,rosewithoutathorn84: sculpture,rosewithoutathorn84: renaissance,rosewithoutathorn84: light,rosewithoutathorn84: gorgeous,rosewithoutathorn84: biblical,rosewithoutathorn84: heroine,rosewithoutathorn84: woman,rosewithoutathorn84: serene,rosewithoutathorn84: concordians,rosewithoutathorn84: exemplaryshots,rosewithoutathorn84: worldtrekker,rosewithoutathorn84: picturesque,rosewithoutathorn84: breathtaking,Art2or3,sculpture,Artwork,3D","Sculpture"
"SET 31","2324872200.jpg","29.100.5","Portrait of a Cardinal by El Greco in the Metropolitan Museum of Art, December 2007","ElissaSCA","Portrait of a Cardinal, Probably Cardinal Don Fernando Nino de Guevara (15411609), ca. 1600;El Greco (Domenikos Theotokopoulos) (Greek, 15411614);Oil on canvas; 67 1/4 x 42 1/2 in. (170.8 x 108 cm);H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929 (29.100.5) ;;This portrait dates from about 1600. The identification of the sitter as Cardinal Guevara, the Grand Inquisitor, is not certain.;;Text from: <a href=http://www.metmuseum.org/works_of_art/collection_database/european_paintings/Portrait_of_a_Cardinal_Probably_Cardinal_Don_Fernando/viewObject.aspx?&amp;OID=110001015&amp;PgSz=1>www.metmuseum.org/works_of_art/collection_database/europe...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: painting,ElissaSCA: elgreco,ElissaSCA: portrait,ElissaSCA: fujifinepixs6000fd,ElissaSCA: red,ElissaSCA: baroque,2D,Art2or3,painting,Artwork","Painting"
"SET 31","2324872202.jpg","29.100.5","Detail of a Portrait of a Cardinal by El Greco in the Metropolitan Museum of Art, December 2007","ElissaSCA","Portrait of a Cardinal, Probably Cardinal Don Fernando Nino de Guevara (15411609), ca. 1600;El Greco (Domenikos Theotokopoulos) (Greek, 15411614);Oil on canvas; 67 1/4 x 42 1/2 in. (170.8 x 108 cm);H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929 (29.100.5) ;;This portrait dates from about 1600. The identification of the sitter as Cardinal Guevara, the Grand Inquisitor, is not certain.;;Text from: <a href=http://www.metmuseum.org/works_of_art/collection_database/european_paintings/Portrait_of_a_Cardinal_Probably_Cardinal_Don_Fernando/viewObject.aspx?&amp;OID=110001015&amp;PgSz=1>www.metmuseum.org/works_of_art/collection_database/europe...</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: painting,ElissaSCA: elgreco,ElissaSCA: portrait,ElissaSCA: fujifinepixs6000fd,ElissaSCA: baroque,ElissaSCA: red,2D,Art2or3,painting,Artwork","Painting"
"SET 31","2332611601.jpg","1978.416","The Miracle of Christ Healing the Blind by El Greco in the Metropolitan Museum of Art, December 2007","ElissaSCA","The Miracle of Christ Healing the Blind, possibly ca. 1570;El Greco (Domenikos Theotokopoulos) (Greek, 15411614);Oil on canvas; 47 x 57 1/2 in. (119.4 x 146.1 cm);Gift of Mr. and Mrs. Charles Wrightsman, 1978 (1978.416);;This early work by El Greco, of which there are variants in the museums of Dresden and Parma, was perhaps painted in Venice about 1570. The subject was popular during the period of the Counter-Reformation because the healing of blindness is emblematic of the revelation of the true faith.;;Text from: <a href=http://www.metmuseum.org/toah/hd/grec/ho_1978.416.htm>www.metmuseum.org/toah/hd/grec/ho_1978.416.htm</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: painting,ElissaSCA: elgreco,ElissaSCA: christian,ElissaSCA: fujifinepixs6000fd,ElissaSCA: baroque,2D,Art2or3,painting,Artwork","Painting"
"SET 31","2332611615.jpg","1978.416","Detail of the Miracle of Christ Healing the Blind by El Greco in the Metropolitan Museum of Art, December 2007","ElissaSCA","The Miracle of Christ Healing the Blind, possibly ca. 1570;El Greco (Domenikos Theotokopoulos) (Greek, 15411614);Oil on canvas; 47 x 57 1/2 in. (119.4 x 146.1 cm);Gift of Mr. and Mrs. Charles Wrightsman, 1978 (1978.416);;This early work by El Greco, of which there are variants in the museums of Dresden and Parma, was perhaps painted in Venice about 1570. The subject was popular during the period of the Counter-Reformation because the healing of blindness is emblematic of the revelation of the true faith.;;Text from: <a href=http://www.metmuseum.org/toah/hd/grec/ho_1978.416.htm>www.metmuseum.org/toah/hd/grec/ho_1978.416.htm</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: painting,ElissaSCA: elgreco,ElissaSCA: christian,ElissaSCA: fujifinepixs6000fd,ElissaSCA: baroque,2D,Art2or3,painting,Artwork","Painting"
"SET 31","2332611619.jpg","1978.416","Detail of the Miracle of Christ Healing the Blind by El Greco in the Metropolitan Museum of Art, December 2007","ElissaSCA","The Miracle of Christ Healing the Blind, possibly ca. 1570;El Greco (Domenikos Theotokopoulos) (Greek, 15411614);Oil on canvas; 47 x 57 1/2 in. (119.4 x 146.1 cm);Gift of Mr. and Mrs. Charles Wrightsman, 1978 (1978.416);;This early work by El Greco, of which there are variants in the museums of Dresden and Parma, was perhaps painted in Venice about 1570. The subject was popular during the period of the Counter-Reformation because the healing of blindness is emblematic of the revelation of the true faith.;;Text from: <a href=http://www.metmuseum.org/toah/hd/grec/ho_1978.416.htm>www.metmuseum.org/toah/hd/grec/ho_1978.416.htm</a>","ElissaSCA: metropolitanmuseum,ElissaSCA: art,ElissaSCA: museum,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2007,ElissaSCA: painting,ElissaSCA: elgreco,ElissaSCA: christian,ElissaSCA: fujifinepixs6000fd,2D,Art2or3,painting,Artwork","Painting"
"SET 31","2422113495.jpg","-","MoMA","JessTheBestest","NA","NA,Inhabited,2D,Art2or3,painting,Artwork","Painting"
"SET 31","2860110555.jpg","-","art","J Blough","the metropolitan museum of art. manhattan .NYC","J Blough: nyc,J Blough: metropolitanmuseum,Description,Inhabited,2D,Art2or3,painting,Artwork","Painting"
"SET 31","3126506956.jpg","32.100.33","Portrait of Sebastian Andorfer in the Metropolitan Museum of Art, May 2008","ElissaSCA","Artist: Hans Maler zu Schwaz (German, born about 1480, died about 152629);;Title: Sebastian Andorfer (14691537);;Date: 1517;;Medium: Oil on wood;;Dimensions: 17 x 14 1/8 in. (43.2 x 35.9 cm);;Credit Line: The Friedsam Collection, Bequest of Michael Friedsam, 1931;;Accession Number: 32.100.33;;Dated and inscribed (base): (left) DA MAN1517ZALT, / WAS ICH48IAR ALT (In 1517 I was 48); (right) SEBASTIA / -N / ANNDORFE- / ER;;Maler worked as a portrait painter in the mining town of Schwaz, just east of Innsbruck. The Schwaz silver works belonged to the most prosperous in Europe, and Sebastian Andorfer was one of its leading officials. As &quot;Silberbrenner&quot; (smelter) he was responsible for guaranteeing the purity of Schwaz silver, a major source of income for Archduke Ferdinand and the Fuggers of Augsburg, whose likenesses Maler also painted.;;The sitter held the prominent position of &quot;Silberbrenner&quot; (silver smelter) in the mining operation at Schwaz, one of the most important centers of silver and copper mining in Europe.;;A companion piece (art market, New York, in 2005), depicting the same sitter without a beard, is similarly inscribed and also dated 1517. Both versions were bought by the art dealer A. S. Drey from the Toggenburg family.;;Text from: <a href=http://www.metmuseum.org/Works_of_Art/collection_database/european_paintings/ rel=nofollow>www.metmuseum.org/Works_of_Art/collection_database/europe...</a>['Sebastian_andorfer_1469_1537', 'Sebastian_andorfer_1469_1537']/objectview.aspx?OID=110001385&amp;collID=11&amp;dd1=11","ElissaSCA: metropolitanmuseum,ElissaSCA: museum,ElissaSCA: art,ElissaSCA: met,ElissaSCA: mma,ElissaSCA: manhattan,ElissaSCA: newyork,ElissaSCA: newyorkcity,ElissaSCA: ny,ElissaSCA: nyc,ElissaSCA: 2008,ElissaSCA: painting,ElissaSCA: portrait,ElissaSCA: fujifinepixs6000fd,ElissaSCA: german,ElissaSCA: inscription,ElissaSCA: northernrenaissance,ElissaSCA: renaissance,AccessionInDesc,Description,2D,Art2or3,painting,Artwork","Painting"
